PENISTONE HAZLEHEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE195029,Long,-1.70735,Lat,53.522411,Elevation,868,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,4.11,0.45,4.57,3.5,0.93,0.95,0.45,6.4,7.67,9.55,4.03,6.79,2.23,2.1,2.05,6.41,3.39,3.88,1.63,4.65,3.53,2.15,2.32,3.32,8.13,7.16,3.26,3.49,4.84,5.1,1.93,4.73,1.92,4.58,3.05,5.65,2.78,4.38,4.74,4.29,7.87,5.56,2.78,3.86,5.7,6.23,7.62,4.65,,,,,,,,
February,,,,,,0.53,1.35,3.46,2.34,2.75,7.73,4.72,5.71,4.14,3.14,6.7,0.45,0.97,1.16,2.52,1.02,0.2,2.95,6.95,8.98,0.58,1.7,3.4,5.03,2.47,4.43,1.42,1.02,5.7,5.43,3.02,4.08,3.4,3.94,2.8,6.15,5.29,2.19,2.64,3.85,7.05,7.9,0.48,7.4,1.87,4.48,0.47,5.04,,,,,,,,
March,,,,,,1.26,3.12,2.49,4.93,2.07,4.68,5.48,4.75,1.3,2.78,3.73,4.92,2.3,3.95,2.91,4.44,2.79,1.27,1.41,4.63,3.63,5.96,5.5,2.79,2.38,1.1,4.23,2.35,7.12,2.91,4.86,3.99,3.91,4.09,4.06,0.97,2.14,4.5,7.18,5.17,1.05,5.07,2.95,1.44,5.79,3.72,4.59,3.34,,,,,,,,
April,,,,,,1.31,1.61,2.29,2.46,3.07,2.45,0.99,5.42,3.18,2.3,2.07,3.14,1.1,1.99,4.53,1.22,2.81,1.58,0.7,2.86,2.85,2.27,3.68,3.6,3.63,2.2,2.27,2.6,2.63,3.43,3.24,1.28,2.96,2.42,2.83,3.95,2.56,1.33,4.91,1.76,1.97,3.16,2.38,1.43,2,7.2,1.27,4.07,,,,,,,,
May,,,,,,1.96,1.22,4.4,4.2,2.58,2.93,3.34,1.5,1.78,3.02,3.65,7.72,2.69,0.59,3,3.55,4.91,4.59,2.54,1.89,0.73,0.2,1.24,3.91,3.97,2.25,1.63,2.79,3.94,3.62,0.48,3.32,5.19,2.76,2.08,3.9,1.48,3.65,2.74,2.35,1.98,2.64,2.04,3.59,2.09,5.17,1.94,1.16,,,,,,,,
June,,,,,,5.18,3.24,1.95,3.6,4.02,4.17,2.47,5.2,4.92,2.11,3.65,1.31,0.51,3.06,0.7,2.72,2.63,3.09,1.64,3.02,3.41,3.74,4.31,1.85,3.2,2.96,1.11,1.86,1.86,1.08,2.79,1.61,5.87,2.12,5.22,3.13,4.25,3.88,1.89,4.51,0.93,2.61,2.05,2.12,1.23,3.5,0.24,2.58,,,,,,,,
July,,,,,,5.25,1.53,3.68,1,4.85,5.99,3.91,4.8,4.31,3.53,1.31,5.26,1.34,5.52,3.4,3.29,3.2,4.09,3.21,3.81,5.18,1.45,1.43,0.99,2.19,2.94,4.6,3.09,2.76,2.06,1.8,2.92,2.23,3.02,5.39,3.36,0.26,5.79,1.61,2.93,4.3,1.86,2.29,3.46,3.9,6.39,2.07,4.62,,,,,,,,
August,,,,,,3.79,2.81,2.93,7.11,3.99,1.77,5.42,2.64,3.26,1.2,1.98,2.06,1.55,2.73,4.01,3.91,5.76,3.82,2.71,3.18,3.46,2.09,3.76,5.11,1.02,5.98,1.53,3.79,5.27,4.1,3.88,2.29,2.7,3.2,2.18,4.88,3.6,6.58,1.41,2.11,3.92,2.01,7.56,1.92,3.43,2.17,5.49,6.57,,,,,,,,
September,,,,,,2.67,4.98,2.91,2.95,2.3,5.75,3.42,3.07,6.65,1.74,4.71,1.66,4.69,2.04,2.82,1.58,3.52,3.88,2.71,0.9,0.84,8.13,3.9,0.68,7.14,0.85,0.64,2.53,5.6,1.36,2.1,0.92,0.69,2.64,3.38,0.21,2.62,2.07,2.39,2.75,0.89,2.04,2.02,11.54,2.21,1.76,1.01,4.21,,,,,,,,
October,,,,,,6.3,3.02,2,3.95,2.07,8.15,6.71,5.25,6.21,3.95,10.26,6.05,3.79,2.16,7.18,2.34,5.94,7.81,2.66,6.9,3.58,5.44,2.05,5.57,3.75,6,2.9,5.39,10.89,1.3,3.12,7.53,6.94,1.24,4.81,3.2,3.61,3.94,4.73,2.64,1.85,8.19,7.04,3.57,3.84,2.8,2.08,1.13,,,,,,,,
