"SUTTON VENY (GREENHILL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4552,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.50,3.19,4.90,1.72,4.17,4.08,4.54,4.22,6.00,1.04,,
February,1.17,0.34,3.49,6.82,0.34,5.05,2.04,4.71,2.75,1.62,,
March,2.38,2.01,2.84,1.85,1.35,0.28,1.62,4.53,3.50,0.24,,
April,5.19,1.08,3.77,2.58,3.64,2.50,3.41,1.83,1.21,,,
May,2.53,2.30,0.64,1.32,5.05,5.14,3.43,0.87,1.82,,,
June,2.82,0.26,0.77,0.54,2.08,0.05,2.75,3.21,2.94,,,
July,5.93,0.29,5.70,1.50,4.63,3.18,2.74,3.41,1.92,,,
August,1.30,1.38,3.59,3.30,2.30,3.61,1.29,3.54,2.95,,,
September,1.10,1.07,1.30,3.41,4.29,4.51,1.75,5.97,1.84,,,
October,2.91,0.95,1.61,5.12,5.02,4.38,3.42,2.58,6.92,,,
November,2.41,2.10,1.74,2.54,3.25,2.49,7.87,2.95,2.42,,,
December,3.01,2.83,3.86,3.82,6.41,3.89,0.50,3.45,3.50,,,
Total,35.25,17.80,34.21,34.52,42.53,39.16,35.36,41.27,37.77,,,
Calc annual,35.25,17.80,34.21,34.52,42.53,39.16,35.36,41.27,37.77,2.90,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,
