LUDGERSHALL-MIX (Collingbourne Kingston),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU239558,Long,-1.6585695,Lat,51.300826,Elevation,470,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,3.01,1.6,3.19,3.32,2.76,4.02,3.53,0.97,1.03,3.41,1.86,0.73,1.66,2.25,2.67,0.86,1.93,0.37,4.18,3.55,1.45,0.89,2.86,4.57,0.56,4.88,0.47,1.44,0.63,2.7,1.01,4.13,5.57,0.84,3.61,0.82,,,
February,,3.44,2.19,4.81,2.17,3.83,0.77,0.81,1.12,2.33,0.89,0.02,0.79,3.45,1.61,0.15,0.34,2.67,1.33,2.85,4.49,1.36,1.36,1.28,3.74,0.6,2.5,1.53,1.28,0.53,2.83,1.74,2.45,1.71,4,4.6,5.36,,,
March,,2.47,1.37,0.96,2.67,1.49,2,1.62,3.6,2.2,1.49,2,0.62,0.31,1.85,1.69,2.99,4.24,0.4,0.55,1.21,2.03,1.91,3.99,1.33,4.62,1.22,0.8,2.93,3.27,0.97,1.84,4.25,3.16,5.82,0.91,3.25,,,
April,,0.77,4.84,1.15,1.89,2.32,2.3,1.23,2.21,3.36,1.7,1.29,0.6,0.01,2.06,2.45,0.89,2.12,2.45,3.03,1.98,2.28,1.6,3.02,1.21,2.38,0.96,3.79,3.11,1.52,2.05,1.41,0,2.97,1.53,1.05,0.93,,,
May,,1.42,2.62,2.38,1.15,2.79,4.26,1.91,1.66,2.65,1.81,2.32,1.66,1.26,1.71,0.26,0.24,1.1,3,1.61,1.7,1.23,2.47,4.28,3.16,0.69,1.99,2.1,2.09,1.23,1.58,1,0.76,2.54,1.78,3.7,1.13,,,
June,,2.24,5.14,3.21,2.88,1.66,0.95,1.83,2.91,1.94,2.8,0.87,1.54,1.11,1.95,0.6,1.45,2.57,2.12,1.42,2.43,1.57,4.1,5,0.98,3.61,2.68,2.33,0.53,2.46,3.95,1.71,4.28,0.49,1.61,0.48,0.95,,,
July,,2.63,5.1,3.79,2.64,0.36,3.67,1.23,4.92,4.12,3.2,2.47,1.71,3.48,3.83,3.77,0.8,0.86,0.42,0.94,1.29,4.93,0.84,3.1,2.61,1.23,0.57,2.01,1.97,2.65,1.82,0.09,1.77,2,2.55,4.52,1.27,,,
August,,6.79,2.72,1.41,1.69,0.98,1.64,2.24,2.27,3.49,3.11,7.96,3.97,1.25,1.9,2.86,3.78,3.59,1.07,0.85,2.61,2.74,4.01,3.98,2.99,3.71,1,2.32,3.5,3.92,3.27,2.92,7.51,1.48,2.69,3.02,5.66,,,
September,,1.52,3.32,4.18,1.83,4.63,2.65,2.68,1.7,2.1,1.37,2.78,2.37,1.14,1.82,0.99,5.4,3.28,1.65,2.45,0.58,2.72,0.81,2.07,1.81,1.24,0.88,0.71,2.28,3.16,0.17,1.12,1.54,4.2,1.55,1.16,1.01,,,
October,,1.32,6.85,3.05,1.17,4.01,4.44,1.86,1.75,2.9,1.28,7.42,4.21,3.21,3.62,3.35,3.03,1.57,4.34,2.66,2.6,1.38,1.85,9.02,1.43,1.7,6.04,6.89,1.22,4.73,4.55,2.66,3.09,4.05,3.73,2.75,5.92,,,
November,,3.58,4.42,3.86,2.03,4.66,3.58,3.35,5.54,1.21,2.19,3.21,1.96,2.22,7,5.23,0.86,0.85,4.05,3.54,3.59,0.5,3.57,1.94,1.72,3.89,4.53,2.82,1.13,0.54,3.7,4.01,2.01,3.64,4.58,5,4.25,,,
December,,3.88,3.39,0.86,3.29,1.08,5.27,2.49,2.69,2,0.87,3.99,1.25,3.07,2.36,2.2,3.61,4.57,2.93,1.42,4.51,5.67,1.67,2.76,2.84,1.09,1.89,3.66,2.57,3.66,5.46,6.81,4.51,1.98,6.87,6.63,4.01,,,
Total,,33.07,43.56,32.85,26.73,30.57,35.55,24.78,31.34,29.33,24.12,36.19,21.41,22.17,31.96,26.22,24.25,29.35,24.13,25.5,30.54,27.86,25.08,43.3,28.39,25.32,29.14,29.43,24.05,28.3,33.05,26.32,36.3,33.79,37.55,37.43,34.56,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_10_pt1_page228 added to location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
