ROMFORD-RAPHAEL-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ518901,Long,0.189865,Lat,51.589308,Elevation,109,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1262/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2.5,4.43,1.75,2.15,2.06,4.54,1.43,1.64,1.22,1.67,3.39,0.84,1.55,1.66,1.29,1.04,0.91,2.38,3.79,1.12,1.53,1.53,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,0.5,0.74,1.4,1.67,0.98,1.25,0.83,1.54,2.11,1.16,1.11,0.64,2.76,5.66,0.77,1.5,2.06,1.3,0.35,2.85,2.31,0.04,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,0.44,1.39,2.55,2.7,2.84,0.26,0.11,0.95,1.19,4.94,0.67,0.81,0.58,2.65,2.82,0.39,1.89,1.01,0.89,1.14,0.95,1.11,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,0.19,2.18,1.81,1.49,0.71,1.03,1.42,0.9,1.23,1.21,1.2,1.36,1.69,2.71,1.02,2.2,0.31,0.27,1.12,0.21,1.69,1.98,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.72,1.33,1.65,1.39,2.59,1.47,0.69,3.07,3.34,0.43,2.31,2.01,1.63,1.8,0.96,1.06,1.6,3.64,0.57,0.97,2.09,0.71,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,0.41,1.25,0.34,0.66,0.11,1.54,2.16,1.78,2.04,2.46,2.81,0.6,1.55,0.81,2.19,1.71,3.52,2.44,1.66,0.56,4.93,0.72,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1.53,3.83,4.07,3.39,1.52,1.83,1.77,3.94,1.41,2.11,0.92,1.52,3.16,1.31,0.72,3.26,2.9,0.17,2.86,2.93,2.35,0.96,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.75,3.24,0.07,4.26,2.67,2.1,3.46,1.21,,0.05,3.81,1.18,1.73,3.3,2.42,1.47,3.73,0.84,3.87,1.66,4.18,1.15,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.45,1.36,1.23,0.5,1.43,1.86,3.33,1.01,2,1.31,1.02,1.27,2.6,2.7,3.06,1.98,1.69,1.89,1.84,1.83,4.46,0.05,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,2.55,5.03,2.69,0.99,3.25,1.91,3.07,1.81,1.04,0.19,1.8,4.89,0.47,0.7,2.22,3.93,1.71,3.42,0.73,1.7,1.81,1.89,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
