CHUDLEIGH-IDEFORD-(RECTORY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX894773,Long,-3.563635,Lat,50.584927,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,2.96,1.22,0.67,4.61,2.84,2.15,3.09,4.34,5.56,0.62,3.04,0.88,5.86,5.58,3.1,1.21,3.88,5.41,1.61,6.12,1.35,0.98,1.5,3.24,0.95,4.38,6.81,0.48,2.89,0.96,0.89,4.32,
February,,,,,,,,0.63,0.62,1.51,1.61,0,2.27,4.66,1.43,0.03,0.67,3.54,2.13,5.63,5.6,1.2,1.98,2.16,6.78,1.1,4.15,1.37,1.85,0.5,4.85,1.39,3.71,1.3,3.72,5.51,6.51,0.82,1.35,
March,,,,,,,,1.45,5.51,4.32,1.43,2.47,1.13,0.17,1.55,3.2,3.32,5.01,2.98,0.66,2.34,4.99,1.99,4.21,2.71,5.27,1.04,0.71,3.39,7.1,0.8,3.15,5.31,3.92,5.36,0.77,4.63,4.45,,
April,,,,,,,,0.91,2.26,1.41,4.14,2.15,0.88,0.44,3.6,2.27,0.3,4.37,1.91,2.97,1.44,4.19,1.8,2.24,1.07,2.81,1.38,4.98,2.47,2.06,2.43,1.23,0.07,3.96,1.31,0.95,0.43,0.97,,
May,,,,,,,,1.28,1.87,2.19,2.13,3.32,0.89,1.52,3.17,0.88,0.05,1.91,3.26,2.44,1.96,1.52,1.97,3.02,2.29,0.89,1.76,3.53,1.6,1.28,2.38,1.29,1.53,3.38,1.96,2.52,1.67,1.94,,
June,,,,,,,,0.08,2.21,0.54,2.65,3.32,1.55,0.96,2.63,1.34,2.84,3.13,1.42,1.56,2.68,1.9,3.04,2.64,1.14,3.15,2.05,2.26,0.57,3.46,2.03,3.33,4.48,0.31,1.48,2.31,1.73,2.47,,
July,,,,,,,,1.63,7.9,3.49,2.55,2.54,1.38,4.41,5.22,2.75,1.54,1.28,0.35,1.35,0.89,1.75,2.43,3.69,5.42,0.84,0.9,2.77,1.38,2.26,2.99,0.61,2.39,0.56,3.45,3.29,0.72,1.89,,
August,,,,,,,,1.47,2.79,2.24,2.43,4.8,3.72,1.35,3.67,2.54,1.61,5.02,1.7,3.57,1.67,1.22,2.35,3.82,2.78,3.33,1.52,0.67,4.99,1.76,4.61,1.08,6.86,0.7,2.48,1.86,4.55,4.15,,
September,,,,,,,,2.36,0.84,1.76,1.08,2.14,2.14,1.43,3.93,0.44,5.68,3.32,1.06,2.53,1.21,3.69,2.73,4.07,2.84,1.79,0.85,0.65,2.75,1.78,0.43,1.6,1.39,2.72,2.67,0.96,2.15,1.58,,
October,,,,,,,,3.53,1.48,5.3,0.81,8.98,5.38,2.27,5.91,5.28,3.24,1.21,8.93,2.65,1.75,1.68,3.11,7.53,2.14,2.17,6.05,8.64,2.63,6.12,5.58,4.05,3.95,4.81,3.37,6.16,5.8,3.51,,
November,,,,,,,,4.5,10.32,1.49,2.94,5.25,2.95,1.84,7.06,7.16,0.99,1.98,4.11,3.6,3.62,0.82,5.02,1.78,1.64,4.53,3.46,4.06,1.06,0.68,5.16,4.29,1.7,3.48,4.45,2.18,4.51,1.76,,
December,,,,,,,,2.64,3.61,2.21,5.06,3.87,1.12,3.89,2.04,6.28,7.32,6.66,4.02,4.59,5.88,6.94,2.42,4.25,3.03,0.98,1.89,5.41,3.7,5.67,7.88,9.77,4.72,2.07,8.62,7.66,3.3,1.32,,
Total,,,,,,,,23.44,40.63,27.13,31.44,41.68,25.56,26.03,44.55,37.73,28.18,40.47,32.75,37.41,34.62,33,30.05,43.29,37.25,28.47,31.17,36.4,27.37,34.17,42.38,32.74,40.49,34.02,39.35,37.06,36.96,25.75,,
