"SHIPSTON HONINGTON VICARAGE",,,,,,,,,,,,
Grid ref,SP262425,Long,-1.619097,Lat,52.080243,,,,,,,
Station no,RR4615,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.70,1.01,0.73,2.12,2.39,0.85,3.46,1.01,1.07,1.06,,
February,5.04,1.20,0.99,1.21,3.80,0.66,1.54,1.09,0.99,0.50,,
March,0.73,1.78,1.35,2.57,1.39,2.88,1.05,0.85,2.90,3.00,,
April,0.78,2.69,1.95,1.80,0.87,2.15,0.74,2.57,2.97,2.55,,
May,1.81,1.10,2.62,4.66,2.46,0.26,2.05,2.75,1.37,1.43,,
June,1.84,2.21,2.01,3.41,0.66,3.10,3.87,2.75,1.71,4.35,,
July,1.10,2.25,1.31,3.38,2.81,0.78,1.85,1.91,2.10,2.47,,
August,4.36,1.97,2.83,2.69,2.12,4.76,1.02,1.82,2.75,2.14,,
September,0.62,1.49,1.21,1.84,1.82,1.17,1.29,0.62,1.34,3.27,,
October,2.66,1.28,2.28,4.81,0.48,1.17,4.24,5.24,1.50,3.15,,
November,1.91,0.88,1.59,1.70,1.21,2.59,2.92,1.54,1.03,0.57,,
December,4.17,3.54,1.21,1.25,1.43,0.79,1.64,2.97,1.70,2.90,,
Total,27.72,21.40,20.08,31.44,21.44,21.16,25.67,25.12,21.43,27.39,,
Calc annual,27.72,21.40,20.08,31.44,21.44,21.16,25.67,25.12,21.43,27.39,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
