"MILTON BRYANT (MANOR HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4913,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,2.07,3.60,1.13,1.96,,,,,,,
February,,0.57,1.94,2.46,0.27,,,,,,,
March,,0.60,1.39,1.55,0.60,,,,,,,
April,,1.09,4.01,2.33,2.91,,,,,,,
May,,1.18,1.08,,6.33,,,,,,,
June,,0.15,0.90,,2.30,,,,,,,
July,,0.25,3.61,,2.98,,,,,,,
August,,1.40,4.36,,2.53,,,,,,,
September,,1.72,2.37,,3.09,,,,,,,
October,,0.98,0.56,,4.45,,,,,,,
November,,2.03,1.22,,2.45,,,,,,,
December,,1.55,2.65,,3.04,,,,,,,
Total,,13.59,27.69,,32.91,,,,,,,
Calc annual,0.00,13.59,27.69,7.47,32.91,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,-0.00,0.00,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,
