"CASTLETON, DERBYSHIRE",,,,,,,,,,,,
Grid ref,SK149828,Long,-1.777675,Lat,53.341892,,,,,,,
Station no,RR7842,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,6.77,1.99,3.25,2.74,,
February,,,,,,,4.34,2.98,4.61,4.18,,
March,,,,,,,4.03,4.82,4.60,5.04,,
April,,,,,,,2.13,2.81,3.14,2.76,,
May,,,,,,,2.81,4.30,3.56,2.71,,
June,,,,,,,1.34,6.89,3.15,3.13,,
July,,,,,,,3.01,2.85,3.75,4.41,,
August,,,,,,,3.33,4.28,3.83,1.95,,
September,,,,,,,1.48,0.57,3.04,3.05,,
October,,,,,,,5.80,5.89,1.49,5.83,,
November,,,,,,,5.39,4.06,3.99,2.05,,
December,,,,,,,5.68,4.04,3.34,9.67,,
Total,,,,,,,46.11,45.48,41.75,47.52,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,46.11,45.48,41.75,47.52,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,,
