"MOUNT SHANNON HOUSE, SLIGO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IG6931038090,Long,-8.4721005,Lat,54.2908,Elevation,70,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,,2.81,6.37,4.58,3.32,4.11,5.91,6.16,4.35,3.97,2,5.97,4.85,1.6,1.97,0.67,3.27,5.59,5.53,2.4,4.53,3.12,3.7,3.71,5.35,2.18,3.37,3.28,4.73,3.23,,,,
February,,,,,,,,3.25,4.13,5.38,2.26,3.34,3.83,0.79,2.4,1.52,5.36,4.98,1.5,2.65,2.27,3.69,1.39,5,3.75,3.75,2.98,3.02,2.45,3.3,0.61,0.21,2.7,3.48,3.85,0.29,,,,
March,,,,,,,,2.9,5.38,4.01,3.3,3.21,3.01,2.53,2.45,1.79,5.21,2.95,2.63,2.1,2,3.34,4.81,1.4,2.17,1.66,2.44,1.88,2.88,1.63,2.56,2.35,0.71,1.11,3.09,3.92,,,,
April,,,,,,,,4.25,1.56,3.36,1.75,3.51,2.08,1.43,3.46,0.81,2.79,1.53,1.98,0.95,3.33,1.46,2.42,1.6,1.12,2.38,2.01,2.6,2.11,2.47,2.04,2,1.19,1.11,3.9,1.56,,,,
May,,,,,,,2.14,4.79,2.65,2.36,2.86,1.06,2.29,2.37,1.78,2.65,0.9,2.07,3.65,2.91,1.8,1.75,2.34,1.52,3.93,2.72,3.21,1.75,2.61,4.97,1.62,3.23,4.74,1.3,2.68,1.17,,,,
June,,,,,,,2.69,1.96,2.57,1.79,2.22,2.71,6.15,1.6,1.58,3.89,1.21,4.75,4.7,3.31,4.93,4.41,5.22,2.89,1.18,1.14,1.74,0.14,5.6,1.18,4.4,1.9,5.26,2.98,2.97,2.63,,,,
July,,,,,,,4.08,6.07,2.2,1.71,1.86,6.53,1.81,3.82,3.8,2.96,1.52,4.27,1.88,6.36,6,2.02,4.57,3.97,4.9,4.26,3.26,3.18,4.45,2.62,3.98,3.02,2.18,3.92,5.38,5.82,,,,
August,,,,,,,5.8,3.9,4.43,2.88,3.05,2.66,3.79,7.02,4.89,3.77,4.15,4.75,2.86,4.99,1.59,3.14,4.05,3.82,3.29,1.28,3.09,3.76,3.96,6.62,4.96,7.21,6.03,4.79,3.94,6.5,,,,
September,,,,,,,4.96,3.96,1.51,3.5,4.07,1.55,7.17,2.38,5.81,3.4,4.32,1.51,5.52,6.52,3.15,4.66,4.37,4.56,3.37,5.91,3.44,6.11,1.23,2.28,4.5,2.9,4.49,4.28,0.29,1.12,,,,
October,,,,,,,3.09,8.3,5.59,3.74,10.12,3.21,6.97,7.03,4.95,4.99,4.48,5.17,5.27,3.52,0.66,2.33,2.75,5.82,4.4,5.43,5.75,1.68,3.13,6.69,4.01,5.02,4.69,4.17,4.15,6.23,,,,
November,,,,,,,4.95,0.65,5.05,7.72,3.25,3.26,5.33,2.29,4.26,4.17,3.49,5.57,3.54,1.17,4.39,5.52,7.07,5.27,5.23,2.8,3.9,4.93,3.53,2.45,6.82,2.43,4.85,2.47,3.7,4.32,,,,
December,,,,,,,5.64,2.74,7.59,7.76,4.15,3.35,5.49,1.16,5.83,1.58,5.42,4.45,3.61,1.93,5.21,3.68,4.12,3.73,4.28,2.15,6.61,4.12,3.79,4.06,2.83,4.27,2.9,4.23,4.04,5.06,,,,
Total,,,,,,,,45.58,49.03,48.79,42.21,38.5,53.83,38.58,45.56,35.5,40.85,47.97,41.99,38.01,37.3,36.67,46.38,45.17,43.15,35.88,42.96,36.29,39.44,41.98,43.68,36.72,43.11,37.12,42.72,41.85,,,,
