"SOYLAND MOOR (GREYSTONES)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3215,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.50,6.59,7.37,8.27,4.97,5.76,3.93,10.95,3.23,3.31,,
February,7.72,2.09,3.89,2.35,6.43,6.37,3.80,3.88,4.03,6.89,,
March,5.82,3.74,1.68,0.49,1.62,1.78,7.50,2.68,2.36,3.15,,
April,3.10,2.98,2.57,3.84,3.28,2.02,5.05,2.41,4.96,4.70,,
May,2.76,5.01,3.43,4.00,4.93,2.27,3.85,1.73,5.22,2.87,,
June,1.18,1.57,4.09,3.64,5.63,4.56,3.04,5.46,0.87,2.22,,
July,1.94,4.47,3.44,4.62,2.54,5.41,3.55,3.33,3.02,5.10,,
August,6.99,5.39,6.83,4.45,3.72,6.31,0.43,6.00,3.15,6.82,,
September,0.78,3.01,4.84,6.54,3.34,8.33,3.57,3.73,1.22,8.18,,
October,5.60,6.54,3.56,5.24,7.16,1.66,1.47,3.34,6.22,3.00,,
November,4.16,1.48,3.73,9.23,0.76,9.22,7.73,2.53,7.82,6.23,,
December,3.00,4.58,3.11,5.42,3.49,4.74,5.52,5.97,9.00,3.25,,
Total,46.55,47.45,48.54,58.09,47.87,58.43,49.44,52.01,51.10,55.72,,
Calc annual,46.55,47.45,48.54,58.09,47.87,58.43,49.44,52.01,51.10,55.72,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
