"SOYLAND MOOR (GREYSTONES)",,,,,,,,,,,,
Grid ref,SE002179,Long,-1.998449,Lat,53.657592,,,,,,,
Station no,3215,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.23,4.81,2.11,4.24,3.82,6.25,5.87,5.08,4.58,6.04,,
February,3.89,1.78,2.89,3.52,3.06,1.82,3.54,7.66,0.70,4.30,,
March,6.89,3.67,2.78,4.12,2.92,2.08,4.64,2.77,2.92,1.91,,
April,2.85,4.04,3.98,0.89,2.51,3.22,0.64,1.46,4.98,3.33,,
May,3.44,2.08,3.92,3.68,4.50,1.88,2.07,5.90,2.57,2.50,,
June,1.44,3.62,3.30,3.92,3.68,3.84,2.65,6.57,2.59,2.02,,
July,4.19,2.99,6.40,6.31,1.25,8.52,6.09,6.15,4.30,7.83,,
August,6.32,5.49,4.86,7.87,1.48,12.38,6.68,5.87,0.54,6.42,,
September,3.61,3.95,3.77,6.88,2.80,5.05,6.33,6.04,0.86,3.54,,
October,1.87,6.30,2.91,10.07,3.27,3.42,7.73,5.61,5.74,5.92,,
November,10.50,2.88,5.66,7.79,3.05,2.25,3.78,2.30,6.16,9.46,,
December,9.52,4.17,2.23,7.44,7.27,5.44,6.26,6.09,8.34,4.98,,
Total,60.75,45.78,44.81,66.73,39.61,56.15,56.28,61.50,44.28,58.25,,
Calc annual,60.75,45.78,44.81,66.73,39.61,56.15,56.28,61.50,44.28,58.25,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
