ROTHESAY BARONE COTTAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS 078 639,Long,-5.069089,Lat,55.830276,Elevation,116,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,3.79,7.74,6.19,3.07,2.69,0.46,4.56,6.25,7.21,3.72,4.67,4.12,3.38,3.54,6.9,3.19,4.66,2.49,7.35,1.42,3,1.36,2.9,6.8,5.84,3.7,4.19,6.27,4.98,,,,,
February,,,,,,,5.7,6.35,3.27,2.37,4.11,5.06,3.42,6.11,5.46,4.6,2.38,2.74,1.41,3.3,1.05,0.78,2.56,4.27,7.82,0.67,3.08,3.39,4.18,2.98,3.87,2.03,2.01,5.72,4.74,,,,,
March,,,,,,,5.99,3.73,2.54,3.9,3.43,5.87,4.15,2.39,3.9,2.61,3.78,2.29,3.72,1.97,4.08,3.9,1.23,2.05,2.61,3.36,6.13,4.08,1.7,3.75,0.34,2.25,2.98,6.11,2.47,,,,,
April,,,,,,,2.28,3.69,3.11,2.21,3.64,1.76,2.5,2.56,1.4,3.13,2.09,2.37,3.29,2.58,1.96,1.64,1.86,2.93,2.25,3.2,2.79,2.63,3.39,4.91,3.17,4.09,1.92,1.89,4.58,,,,,
May,,,,,,,0.95,2.89,3.39,3.37,1.19,2.68,2.76,3.1,3.84,2.97,2.95,1.19,4.55,3.35,3.83,1.94,6.13,2.7,2.79,0.68,0.79,3.09,2.43,3.44,4.22,1.99,2.75,3.05,3.02,,,,,
June,,,,,,,4.41,5.07,3.37,7.88,2.67,5.42,5.1,3.12,1.27,1.93,1.55,1.56,3.15,1.32,5.79,2.58,3.99,1.39,3.17,2.62,3.5,6.35,3.61,2.27,2.9,4.04,1.78,2.12,1.97,,,,,
July,,,,,,,3.55,5.47,0.74,5.25,2.47,5.49,8.02,2.63,5.79,3.09,2.97,3.15,5.04,2.29,4.06,1.48,3.49,5.08,4.34,4.58,5.66,3.37,2.62,5.5,5.11,1.35,4.77,4.71,3.07,,,,,
August,,,,,,,5.46,6.41,3.97,5.81,1.79,4.54,4.12,5.12,4.51,2.45,2.82,3.72,3.66,6.35,3.32,6.37,8.25,3.67,4.45,6.77,3.32,5.36,5.45,2.63,4.62,5.97,3.71,9.5,5.95,,,,,
September,,,,,,,2.88,2.09,4.78,8.32,3.4,3.77,5.52,3.25,3.3,8.56,5.21,4.53,2.48,2.39,6.6,4.72,6.59,3.48,0.11,1.43,4.12,4.25,5.72,5.78,4.38,4.2,5.12,3.74,4.76,,,,,
October,,,,,,,6.82,7.36,7.7,3.23,0.8,2.65,5.46,6,5.82,4.2,3.9,2.36,2.36,4.03,4.43,5.41,3.6,6.6,3.35,4.31,2.64,2.57,3.73,3.66,6.6,5.6,2.76,9.69,2.74,,,,,
November,,,,,,,2.88,8.75,1.47,1.9,5.89,6.85,8.39,7.89,4.4,3.26,5.14,3.27,6.32,3.3,8.44,4.61,5.93,3.74,4.82,5.95,1.87,3.26,5.12,4.6,5.6,4.48,4.97,3.87,4.02,,,,,
December,,,,,,,7.66,9.05,1.89,3.12,6.23,5.74,5.59,5.99,6.74,3.44,4.47,4.01,4.26,4.94,1.1,6.55,3.61,4.8,4.38,4.79,5.56,5.01,5.73,6.41,7.52,4.38,4.77,4.9,4.25,,,,,
Total,,,,,,,52.37,68.6,42.42,50.43,38.31,50.29,59.59,54.41,53.64,43.96,41.93,35.31,43.62,39.36,51.56,43.17,51.9,43.2,47.44,39.78,42.46,44.72,46.58,52.73,54.17,44.08,41.73,61.57,46.55,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge moved to Glenburn 1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
