"STONEHOUSE PARKLANDS NO 2",,,,,,,,,,,,
Grid ref,SO772080,Long,-2.331820,Lat,51.770206,,,,,,,
Station no,2159,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.63,1.02,0.99,,
February,,,,,,,,1.30,0.82,0.56,,
March,,,,,,,,0.63,2.99,2.87,,
April,,,,,,,,2.91,2.09,1.84,,
May,,,,,,,,1.74,1.65,1.05,,
June,,,,,,,,2.52,0.74,2.74,,
July,,,,,,,,2.90,1.63,2.01,,
August,,,,,,,,1.89,3.46,1.94,,
September,,,,,,,,0.52,2.32,3.13,,
October,,,,,,,,6.00,1.76,4.02,,
November,,,,,,,,2.13,0.93,1.18,,
December,,,,,,,,4.70,2.09,4.06,,
Total,,,,,,,,28.87,21.50,26.39,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.87,21.50,26.39,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,,
