"BOLTON (SMITHHILLS HALL)",,,,,,,,,,,,
Grid ref,SD700118,Long,-2.454816,Lat,53.601899,,,,,,,
Station no,2850,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.66,5.09,2.66,4.80,2.78,6.42,3.59,5.34,3.46,6.92,,
February,3.13,1.88,1.70,3.76,1.54,0.81,3.18,8.70,0.81,3.34,,
March,5.29,2.51,2.22,3.73,2.03,1.89,4.15,2.54,1.93,1.41,,
April,2.47,4.25,3.53,1.15,3.49,3.96,0.68,1.68,2.49,2.39,,
May,2.94,2.57,2.92,2.95,4.64,1.57,1.64,4.89,1.77,2.73,,
June,1.39,4.40,2.18,4.80,3.70,3.14,2.85,5.30,2.78,1.73,,
July,3.52,2.87,5.54,8.44,1.22,7.07,6.88,4.60,4.62,8.27,,
August,4.82,4.89,5.24,6.22,1.17,13.52,7.62,5.83,0.54,6.34,,
September,3.38,4.86,4.44,7.25,4.47,4.44,9.21,5.21,0.34,4.10,,
October,1.16,5.12,2.24,8.86,2.81,3.51,6.73,4.78,5.43,5.46,,
November,9.96,3.30,5.60,7.33,2.70,2.09,1.96,2.39,5.17,7.86,,
December,8.74,5.37,2.10,7.94,6.59,4.30,6.04,4.82,8.15,5.39,,
Total,52.46,47.11,40.37,67.23,37.14,52.72,54.53,56.08,37.49,55.94,,
Calc annual,52.46,47.11,40.37,67.23,37.14,52.72,54.53,56.08,37.49,55.94,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
