"BOLTON SMITHILLS HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2850,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.14,7.71,4.66,5.92,3.82,3.30,5.15,5.98,11.84,2.77,5.58,
February,3.89,0.58,5.42,7.26,1.69,7.24,4.65,2.36,5.76,1.49,0.51,
March,4.04,3.53,3.41,1.93,2.02,2.81,2.48,7.20,2.84,1.83,3.22,
April,6.03,2.45,2.63,3.47,2.25,2.47,1.86,3.64,1.28,1.38,2.50,
May,7.19,3.14,2.23,4.73,6.68,4.85,4.35,1.76,1.25,3.31,2.70,
June,2.67,0.57,3.34,1.51,3.08,0.09,2.43,5.85,6.59,1.97,2.86,
July,7.53,2.32,4.77,6.07,5.39,2.26,3.15,3.43,3.02,3.47,6.03,
August,2.92,6.43,6.26,6.17,8.98,4.30,5.30,6.97,6.03,6.69,8.21,
September,3.64,1.49,5.16,5.91,4.95,5.49,4.74,7.27,0.98,2.94,4.45,
October,1.71,3.57,0.56,6.79,5.59,5.06,3.22,4.79,6.42,8.26,7.73,
November,1.94,4.15,4.73,6.44,2.92,4.57,6.74,4.87,7.54,9.39,7.17,
December,3.84,6.86,6.58,6.50,5.13,3.45,2.75,1.58,3.68,7.18,4.76,
Total,50.54,42.80,49.75,62.70,52.50,45.89,46.82,55.70,57.23,50.68,55.72,
Calc annual,50.54,42.80,49.75,62.70,52.50,45.89,46.82,55.70,57.23,50.68,55.72,
Difference,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,
