"ROCHDALE (SPRING MILL, WHITWORTH)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD875168,Long,-2.190571,Lat,53.647553,Elevation,720,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,8.06,2.82,2.71,2.39,7.28,4.18,5.79,1.59,4.98,3.93,2.84,2.25,4.7,8.33,7.69,3.52,4.3,4.86,4.91,2.93,6.81,2.81,5.18,3.71,8.35,2.53,5.81,5.9,,,,,,
February,,,,,,,1.04,1.55,1.57,4.38,0.72,0.43,3.64,7.06,7.61,0.26,1.84,3.73,4.34,1.93,3.75,2.03,1.67,5.07,5.36,2.95,5.13,3.38,4.41,3.25,6.26,8.32,3.09,2.78,,,,,,
March,,,,,,,4.05,2.51,3.31,3.83,5.37,3,1.37,2.09,5.61,4.56,8.02,5.69,3.13,3.05,0.89,4.71,3.06,6.17,3.06,4.79,4.98,5.01,4.05,3.88,1.44,3.39,8.15,7.57,,,,,,
April,,,,,,,4.1,2.04,2.65,3.06,1.68,2.24,1.92,0.82,2.18,2.59,2.22,3.62,2.76,4.77,3.52,3.66,2.9,2.52,3.85,4.04,2.49,2.63,2.3,4.86,4.11,3.81,1.74,6.44,,,,,,
May,,,,,,,5.5,2.79,1.28,2.36,3.69,4.5,5.38,2.98,4.04,1.13,0.69,2.22,3.41,3.37,1.86,1.24,3.76,4.87,2.78,1.21,4.17,4.18,4.31,3.32,3.73,2.9,3.89,5.21,,,,,,
June,,,,,,,2.8,0.7,2.61,1.17,3.79,1.79,4.44,3.48,3.74,3.41,3.16,4.9,3.29,1.07,5.21,2.41,1.39,2.33,2.38,3.63,2.23,9.94,2.55,3.09,4.2,4.66,8.47,4.36,,,,,,
July,,,,,,,5.11,2.31,8.12,5.35,4.7,4.21,4.4,5.29,4.21,6.75,3.42,2.07,0.99,2.72,3.15,2.67,3.19,5.5,2,3.54,3.1,3.52,6.09,8.81,6.52,0.7,5.99,1.54,,,,,,
August,,,,,,,2.88,1.36,5.56,7.84,6.62,10.09,6.29,4.04,5.74,6.01,3.44,6.84,7.73,1.67,6.64,3.27,3.87,7.3,6.03,5.35,5.71,5.94,4.93,4,9.17,3.57,9.52,2.91,,,,,,
September,,,,,,,4.99,7.69,1.86,4.09,2.16,4.9,6.21,6,0.42,2.34,9.11,5.71,1.23,8.85,2.16,1.4,2.58,6.03,1.29,3.29,1.91,1.55,5.28,3.99,0.51,5.41,2.76,2.41,,,,,,
October,,,,,,,6.16,2.85,2.63,4.7,5.82,7.11,7.52,5.11,5.19,4.93,5.93,2.98,4.76,4.37,7.7,4.31,5.57,11.46,3.93,4.53,8.74,5.64,2.32,8.52,4.38,4.9,6.34,2.78,,,,,,
November,,,,,,,4.14,2.92,7.97,2.91,9.6,4.93,4.19,4.44,4.16,4.3,1.87,5.02,3.96,2.26,5.1,7.21,3.44,4.45,5.11,4.56,5.73,4.48,3.99,2.23,7.17,6.73,5.41,8.38,,,,,,
December,,,,,,,8.4,4.18,2.71,5.09,0.73,10.74,4.15,5.55,5.5,4.5,6.67,8.15,5.7,3.66,6.99,6.99,4.7,3.17,3.95,1.86,5.93,5.62,4.23,9.51,6.02,9.72,8.19,4.89,,,,,,
Total,,,,,,,57.23,33.72,42.98,47.17,52.16,58.12,55.3,48.45,53.38,44.71,49.21,53.18,46,46.05,54.66,43.42,40.43,63.73,44.65,42.68,56.93,54.7,49.64,59.17,61.86,56.64,69.36,55.17,,,,,,
