"ROCHDALE SPRING MILL WHITWORTH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,8.35,2.53,5.81,5.90,,,,,,,,
February,6.26,8.32,3.09,2.78,,,,,,,,
March,1.44,3.39,8.15,7.57,,,,,,,,
April,4.11,3.81,1.74,6.44,,,,,,,,
May,3.73,2.90,3.89,5.21,,,,,,,,
June,4.20,4.66,8.47,4.36,,,,,,,,
July,6.52,0.70,5.99,1.54,,,,,,,,
August,9.17,3.57,9.52,2.91,,,,,,,,
September,0.51,5.41,2.76,2.41,,,,,,,,
October,4.38,4.90,6.34,2.78,,,,,,,,
November,7.17,6.73,5.41,8.38,,,,,,,,
December,6.02,9.72,8.19,4.89,,,,,,,,
Total,61.86,56.64,69.36,55.17,,,,,,,,
Calc annual,61.86,56.64,69.36,55.17,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
