"ROCHDALE (SPRING MILL, WHITWORTH)",,,,,,,,,,,,
Grid ref,SD875168,Long,-2.190571,Lat,53.647553,,,,,,,
Station no,2912,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.96,6.62,2.24,5.34,3.33,7.01,5.49,5.48,4.13,7.33,,
February,3.74,1.51,3.65,4.50,3.01,1.45,3.62,8.09,0.77,3.82,,
March,5.88,3.68,2.70,3.74,2.30,2.17,5.48,2.85,2.61,1.49,,
April,3.34,4.46,3.95,1.02,3.03,3.46,0.62,1.81,4.39,3.56,,
May,2.12,2.53,2.73,3.51,5.20,2.59,1.80,5.11,1.79,2.18,,
June,2.32,5.11,4.23,4.58,3.61,4.01,2.59,5.49,4.23,2.14,,
July,4.18,3.14,8.80,7.37,3.26,7.83,6.28,4.16,4.31,9.22,,
August,6.18,7.63,7.41,7.27,1.26,13.85,7.21,5.61,0.55,6.99,,
September,4.46,4.49,5.28,6.83,4.40,4.88,7.24,6.11,0.45,3.64,,
October,1.58,6.38,2.57,10.74,3.50,4.22,9.33,5.67,6.07,5.93,,
November,10.66,3.19,6.42,7.41,2.67,2.64,2.73,2.54,5.18,9.58,,
December,11.00,5.23,2.35,8.52,7.15,5.60,6.38,5.28,9.57,5.85,,
Total,61.42,53.97,52.33,70.83,42.72,59.71,58.77,58.20,44.05,61.73,,
Calc annual,61.42,53.97,52.33,70.83,42.72,59.71,58.77,58.20,44.05,61.73,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,,
