"DARTMOOR (CRANMERE POOL)",,,,,,,,,,,,
Grid ref,SX604857,Long,-3.976204,Lat,50.654204,,,,,,,
Station no,RR2768,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.75,8.05,2.40,4.09,10.70,10.10,12.00,,13.50,9.05,,
February,9.20,1.75,3.60,7.15,8.05,-999.00,12.80,12.00,0.85,,,
March,8.50,7.80,3.70,7.60,2.15,5.80,10.30,2.75,9.00,9.00,,
April,5.10,5.70,5.90,1.75,4.01,1.75,0.50,,,3.00,,
May,5.60,4.25,6.02,7.15,6.09,1.90,4.00,,1.80,3.00,,
June,3.40,4.63,5.20,9.10,1.05,4.50,4.00,6.00,3.00,3.50,,
July,3.80,2.70,6.00,8.60,4.90,7.40,,,3.00,,,
August,10.00,10.10,5.90,6.40,1.40,7.00,,14.00,3.00,,,
September,7.85,8.00,8.00,9.60,4.15,11.40,,14.00,0.85,16.00,,
October,2.90,9.40,7.15,10.08,4.40,5.10,9.30,12.05,,16.00,,
November,17.00,7.50,6.75,18.70,9.60,5.50,2.60,,17.00,18.00,,
December,10.00,7.50,3.05,9.05,13.70,12.50,8.70,9.00,18.00,12.00,,
Total,92.10,77.38,63.67,99.27,70.20,73.80,,,,,,
Calc annual,92.10,77.38,63.67,99.27,70.20,72.95,64.20,69.80,70.00,89.55,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.85,NaN,NaN,NaN,NaN,,
