PARKSTONE (CHEVINGTON CROFT),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1583/4,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,4.62,3.59,,,,,,,,,,
February,3.55,0.29,,,,,,,,,,
March,3.35,2.74,,,,,,,,,,
April,2.06,1.80,,,,,,,,,,
May,2.27,3.54,,,,,,,,,,
June,1.48,0.48,,,,,,,,,,
July,2.19,1.66,,,,,,,,,,
August,3.64,3.29,,,,,,,,,,
September,1.00,3.43,,,,,,,,,,
October,0.99,4.21,,,,,,,,,,
November,2.24,1.53,,,,,,,,,,
December,2.37,3.87,,,,,,,,,,
Total,29.76,30.43,,,,,,,,,,
Calc annual,29.76,30.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
