TAFF FECHAN NEUADD RESERVOIR G,,,,,,,,,,,,
Grid ref,SO026190,Long,-3.415803,Lat,51.861053,,,,,,,
Station no,RR7195,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,9.15,5.62,4.78,12.82,11.90,3.20,12.36,4.85,,,,
February,7.69,3.26,3.27,8.63,9.45,3.28,6.92,4.56,,,,
March,1.90,7.01,4.36,13.99,3.99,11.34,5.98,4.05,,,,
April,3.80,8.15,3.75,3.52,5.58,8.45,1.82,7.32,,,,
May,5.08,1.77,4.14,6.39,4.47,0.71,5.73,5.02,,,,
June,5.40,3.77,4.97,3.14,2.88,5.82,3.62,8.65,,,,
July,3.94,2.24,2.60,4.96,4.49,2.89,2.26,5.18,,,,
August,7.87,4.76,4.55,11.28,6.69,9.06,6.19,8.91,,,,
September,4.22,4.25,3.75,7.99,4.24,3.80,2.27,1.84,,,,
October,10.67,4.92,7.37,18.41,4.28,5.15,10.24,11.54,,,,
November,8.10,3.51,6.81,6.45,4.71,7.74,9.05,5.75,,,,
December,16.23,12.20,8.09,7.25,7.54,3.07,5.88,11.67,,,,
Total,84.05,61.46,58.44,104.83,70.22,64.51,72.32,79.35,,,,
Calc annual,84.05,61.46,58.44,104.83,70.22,64.51,72.32,79.34,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.01,NaN,NaN,,
