HOPTON WAFERS,,,,,,,,,,,,
Grid ref,SO643765,Long,-2.525952,Lat,52.385358,,,,,,,
Station no,2268/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,6.79,,
February,,,,,,,,,,3.14,,
March,,,,,,,,,,1.93,,
April,,,,,,,,,,1.41,,
May,,,,,,,,,,1.50,,
June,,,,,,,,,1.46,2.38,,
July,,,,,,,,,2.03,3.51,,
August,,,,,,,,,1.74,4.63,,
September,,,,,,,,,0.08,4.70,,
October,,,,,,,,,2.43,7.11,,
November,,,,,,,,,4.10,5.21,,
December,,,,,,,,,6.35,3.78,,
Total,,,,,,,,,,46.09,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.19,46.09,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
