TATSFIELD-BETSOM-HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ430563,Long,0.049286,Lat,51.28789,Elevation,820,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,3.26,0.46,1.73,2.16,2.77,3.2,2.52,,,,,,,,,,,,,,,,,,,,,,,1.79,1.29,2.72,1.83,6.46,4.1,1.22,4.25,2.42,1.82,3.81,4.73,3.8,3.39,4.14,2.11,3.51,3.69,4.17,3.15,5.92,1.39,3.81,2.48,3.26,2.2,3.09,1.22,5.97,6.98,4.38,5.3,2.75,2.81,4.13,6.01,2.52,3.06,3.34,2.74,4.66,1.35,1.16,3.62,2.62,1.23,1.85,3.82,4.66,2.38,3.44,3.16,3.14
February,,,,,,,,,,3.72,2.85,3.53,2.14,4.14,2.16,3.67,,,,,,,,,,,,,,,,,,,,,,,1.75,0.77,4.79,2.2,2.74,1.18,4.95,4.64,4.84,0.95,1.75,3.02,0.64,0.48,3.12,4.25,1.03,4.87,3.53,5.77,2.12,0.66,1.59,3.08,1.05,2.36,0.24,4.81,2.08,6.04,1.12,1.84,2.85,3.87,1.22,2.41,1.19,2.33,3.08,2.06,2.71,1.54,5.37,7.03,1.03,1.72,2.6,2.18,0.77,4.52,2.52,0.15,2.39
March,,,,,,,,,,0.93,0.96,2.45,1.43,0.97,1.95,1.7,,,,,,,,,,,,,,,,,,,,,,,3.17,3.85,1.49,2.45,4.44,3.48,6.3,0.8,5.63,1.95,1.08,4.08,1.57,1.94,2.5,2.83,1.59,1.48,0.59,4.22,2.91,0.05,1.81,0.49,2.07,4.42,2.77,0.43,1.43,3.61,0.54,1.65,3.04,3.46,2.43,0.43,0.05,1.23,1.81,6.79,1.01,1.08,1.62,4.4,3.88,0.47,3.17,1.68,1.23,1.65,1.56,1.93,2.01
April,,,,,,,,,,3.11,2.38,0.75,3.09,1.73,1.69,2.11,,,,,,,,,,,,,,,,,,,,,,,2.68,1.93,2.43,2.79,0.15,4.1,1.52,1.75,2.16,2.18,3.25,3.35,3.57,1.81,4.1,2.87,4.91,3.1,5.25,2.23,2.29,1.1,1.91,4.82,3.15,0.92,3.24,3.66,2.32,3.55,0.51,2.85,2.1,1.93,1.88,1.44,1.72,1.41,3.22,1.95,1.84,1.96,3.71,3.44,1.87,2.45,0.44,0.33,1.75,0.1,1.32,2.25,0.88
May,,,,,,,,,,4.18,0.51,1.03,1.38,2.28,0.87,3.67,,,,,,,,,,,,,,,,,,,,,,,2.57,1.49,3.31,1.56,1.08,1.19,1.91,3.35,2.96,1.9,2.49,0.18,1.08,1.54,1.46,3.51,4.34,3.09,1.75,1.47,2.45,2.38,3.93,3.08,4.89,2.01,0.75,1.61,0.52,2.35,2.83,1.75,1.86,2.58,3.75,2.78,0.5,2.59,3.82,1.77,2.02,1.83,1.26,2.19,1.52,1.93,2.9,4.6,0.61,1.85,1.95,1.17,2.09
June,,,,,,,,,,4.63,3.34,1.95,2.67,1.18,1.25,1.33,,,,,,,,,,,,,,,,,,,,,,,2.08,3.97,2.67,2.37,3.36,0.56,1.13,0.69,3.36,2.28,1.28,1.21,2.27,0.28,2,0.78,2.68,0.23,4.09,4.52,3.7,1.48,0.67,2.06,1.29,1.72,1.52,3.68,3.55,2.32,0.71,1.01,0.59,2.32,0.21,1.43,2.06,2.1,2.76,2.92,3.92,1.09,2.81,1.55,1.9,1.88,4.54,2.25,4.16,1.45,4.61,1.38,1.89
July,,,,,,,,,,4.18,4.48,1.68,3.74,2.39,1.89,0.21,,,,,,,,,,,,,,,,,,,,,,1.12,4.11,4.06,3.21,0.43,1.91,1.96,1.88,4.63,1.31,4.86,5.11,2.24,5.2,0.33,3.76,3.4,6.11,4.41,2.29,3.27,2.17,2.3,3.9,3.48,2.66,2.23,2.56,0.96,5.07,1.02,2.31,2.5,3.45,2.43,2.54,2.81,1.88,3.57,2.65,2.04,2.05,0.82,2.92,2.47,0.8,4.4,3.81,0.35,4.97,3.41,2.51,1.54,3.77
August,,,,,,,,,4.31,5.8,1.22,4.36,2.05,0.83,1.68,1.73,,,,,,,,,,,,,,,,,,,,,,2.49,4.38,2.59,2.55,0.74,6.62,1.72,1.49,3.3,2.88,6.95,1.5,2.73,1.99,1.91,3.55,2.55,4.51,2.1,3.89,5.83,3.26,2.65,3.3,5.3,1.36,1,2.36,3.82,0.81,3.52,1.83,4.07,0.11,4.85,3.91,1.37,3.05,2.04,5.09,0.22,5.94,1.62,2.74,5.7,4.72,2.04,3.62,0.92,3.12,3.41,3.86,1.38,3.42
September,,,,,,,,,1.73,3.77,5.49,3.03,3.12,3.28,4.07,5.31,,,,,,,,,,,,,,,,,,,,,,0.8,1.86,4.12,0.97,1.79,3.5,1.78,1.21,2.72,1.64,2.5,5.92,2.2,4.36,1.26,2.66,2.3,5.61,3.92,1.18,5.86,0.73,0.23,4.52,2.41,2.45,3.18,2.47,4.47,2.57,2.21,2.69,1.31,1.75,0.78,2.54,2.62,3.4,2.18,3.79,1.49,2.14,0.81,4.19,2.87,3.45,4.06,2.99,2.46,2.98,3.1,5.94,0.2,4.52
October,,,,,,,,,2.9,1.2,7.43,3.32,7.07,2.55,1.81,4.49,,,,,,,,,,,,,,,,,,,,,,3.91,1.97,7.01,3.43,5.08,3.61,4.98,2.06,2.58,5.07,5.07,2.41,0.94,1.48,1.37,1.53,7.56,4.38,4.7,3.8,2.78,5.73,4.28,2.16,1.04,7.21,2.23,2.29,4.6,2.79,3.36,4.11,7.41,4.06,1.56,4.08,3.2,5.21,4.05,1.4,0.32,2.06,8.9,0.34,1.38,3.51,4.34,2.93,5.23,1.67,2.16,3.63,3.54,6.88
November,,,,,,,,,5.45,1.91,3.83,4.37,3.59,5.8,1.14,4,,,,,,,,,,,,,,,,,,,,,,2.57,1.37,1.37,4.13,6.46,3.42,4.62,4.81,3.63,5.69,2.24,2.38,2.12,1.8,1.88,2.36,2.42,4.33,3.6,7.61,3.61,3.51,7.89,5.49,4.59,1.79,1.3,4.26,6.53,5.12,2,3.96,7.01,8.99,3.56,2.14,2.2,5.56,0.78,5.23,1.59,2.38,3.21,6.97,5.5,4.11,1.84,5.79,1.33,0.92,3.07,2.05,2.87,5.9
December,,,,,,,,,2.14,1.15,4.04,3.3,3.28,1.05,3.66,1.62,,,,,,,,,,,,,,,,,,,,,,3.49,2.81,4.69,4.6,6.99,4.1,1.91,9,7.03,3.5,2.48,3.35,5.5,3.4,2.2,4.58,3.21,4.94,4.45,0.83,5.43,4.17,7.74,2.75,1.15,1.09,0.53,7.68,4.14,4.29,5.38,4.16,2.13,2.19,3.21,3.57,2.19,2.47,3.94,3.49,3.18,4.8,2.28,2.57,3.32,2.98,0.97,2.05,2.78,4.31,2.64,3.19,5.84,3.94
Total,,,,,,,,,,37.84,36.99,31.5,35.72,28.97,25.37,32.36,,,,,,,,,,,,,,,,,,,,,,,30.54,37.14,36.3,34.69,41.39,31.58,37.48,39.37,41.46,35.18,34.33,32.3,31.16,18.39,35.76,37.79,47.94,39.64,38.98,48.14,38.96,32.15,35.84,33.98,32.27,24.1,33.23,39.93,36.52,42.34,29.15,38.83,33.74,33.36,32.4,28.89,29.61,29.28,39.68,27.07,35.53,26.49,35.66,43.47,32.39,27.33,36.69,27.93,31.15,29.74,36.58,25.41,40.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1927 July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
