"DINGWALL (THE ACADEMY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5773,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,4.65,5.92,0.57,3.99,
February,,,,,,,,1.03,3.87,0.42,0.55,
March,,,,,,,,1.54,2.47,0.69,1.24,
April,,,,,,,,2.71,0.86,1.27,0.84,
May,,,,,,,,1.66,1.75,1.75,1.54,
June,,,,,,,,2.68,2.54,1.82,2.03,
July,,,,,,,,2.18,1.78,1.57,2.26,
August,,,,,,,,2.81,4.73,3.39,5.08,
September,,,,,,,,3.86,2.20,2.07,2.12,
October,,,,,,,,4.99,3.58,3.63,4.66,
November,,,,,,,,2.59,4.06,3.32,4.36,
December,,,,,,,,1.01,3.00,3.92,2.46,
Total,,,,,,,,31.71,36.76,24.42,31.13,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.71,36.76,24.42,31.13,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,-0.00,
