NEW GALLOWAY GLENLEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX6103280126,Long,-4.179301,Lat,55.09603,Elevation,230,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,0.3,13.2,3.8,7.5,9.5,5.1,,,,,,,,,,,,4.32,9.87,11.91,7.05,6.9,6.88,6.28,4.55,8.25,5.5,4.46,2.63,8.23,2.18,3.8,2.99,4.81,7.96,7.58,4.45,,,,,,,,,,,,,,,,,6.46,5.48,8.31,14.33,8.38,7.21,8,6.85,,,,,
February,,,,,,2.8,7.1,5.8,10.1,7.5,4.2,,,,,,,,,,,,7.23,6.88,10.17,8.78,2.56,3.11,0.52,4.01,0.97,0.78,2.75,6.71,12.66,2.39,3.23,4.44,6.48,3.85,5.28,1.6,,,,,,,,,,,,,,,,,10.36,0.83,6.97,1.24,6.3,11.84,1.41,8.32,,,,,
March,,,,,,2,3.7,2.9,8.9,1.3,1.9,,,,,,,,,,,,5.44,3.27,6.31,5,6.56,1.71,2.85,3.25,3.87,4.45,1.29,2.71,3.95,4.35,7.85,8.57,2.06,5.25,0.4,2.48,,,,,,,,,,,,,,,,,2.33,6.19,7.22,12,2.66,3.38,1.39,1.71,,,,,
April,,,,,,0,2.2,5.7,3.2,1.8,1.1,,,,,,,,,,,,3.79,3.54,1.67,4.87,2.83,3.52,2.82,3.3,1.97,1.98,1.28,1.39,2.72,3.67,2.48,3.35,4.58,4.9,3.53,5.64,,,,,,,,,,,,,,,,,0.91,2.59,3.45,1.87,3.46,3.93,4.02,6.6,,,,,
May,,,,,,4.1,1.9,2.1,3.2,1.5,4.9,,,,,,,,,,,,1.68,3.77,5.34,3.38,4.51,1.7,5.32,4.37,4.01,2.71,5.93,2.82,3.26,0.58,0.62,1.94,2.7,5.07,4.98,1.73,,,,,,,,,,,,,,,,,2.09,0.86,7.34,3.01,3.57,2.6,4.26,6.69,,,,,
June,,,,,,0.5,3.5,2.2,0.7,0.3,0.9,,,,,,,,,,,,3.25,2.05,0.91,1.59,1.52,0.74,4.1,0.85,5.79,1.34,4.26,2.03,3.25,0.76,3.69,4.75,2.86,3.39,5.03,3.66,,,,,,,,,,,,,,,,,1.63,4.46,2.22,0.26,1.92,1.57,2.85,0.26,,,,,
July,,,,,,3.2,1.9,4.4,,2.9,2.1,,,,,,,,,,,,8.09,3.21,4.78,2.58,4.62,6.16,5.69,5.06,3.81,1.22,3.89,3.48,2.97,6.11,7.01,2.46,0.89,2.34,3.82,0.84,,,,,,,,,,,,,,,,,4.6,0.97,4.26,5.71,4.9,4.84,5.02,3.16,,,,,
August,,,,,,4.5,5.4,4.7,5.5,0.7,1,,,,,,,,,,,,3.79,6.19,2.57,5,3.98,3.64,4.72,5.37,3.09,6.68,8.07,5.54,3.91,7.75,2.32,7.89,6.68,1.16,7.02,5.18,,,,,,,,,,,,,,,,,4.8,3.95,3.58,8,4.24,10.5,5.15,4.82,,,,,
September,,,,,,1.3,8.6,5.4,3.3,9.3,4.7,,,,,,,,,,,,4.57,5.21,4.49,11.18,7.07,5.7,1.64,2.07,4.37,6.76,5.39,2.32,0.16,1.21,6.3,4.58,4.13,5.73,3.75,5.68,,,,,,,,,,,,,,,,,7.78,4.5,2.68,2.72,3.13,8.77,7.68,3.94,,,,,
October,,,,,,5.4,4.3,7.5,5.6,2.7,9,,,,,,,,,,,,5.96,7.77,4.26,6,5.07,2.5,3.7,5.71,3.6,11.03,6.11,5.88,6.33,4.32,3.7,3.8,4.26,4.62,7.89,7.49,,,,,,,,,,,,,,,,,8.95,1.74,4.81,5,3.1,8.86,4.74,7.61,,,,,
