WASKERLEY WW SHIELD GREEN WASKERLEY 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ016446,Long,-1.976434,Lat,54.796677,Elevation,1367,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,2.24,2.71,3.04,3.8,1.98,-999,3.87,1.6,1.24,2.75,0.81,5.61,3.26,1.02,0.73,-999,1.16,2.55,4.12,1.86,1.1,0.77,0.56,0.6,3.18,3.6,1,0.74,1.78,6.22,0.85,2.04,1.51,4.74,4.25,1.01,0.89,2.81,,0.49,2.58,0.39,1.35,0.84,1.08,1.15,0.45,-999,1.62,1.81,2.72,0.2,2.18,1.82,2.4,4.44,2.16,0.87,1.96,1.83,2.06,,,,
February,,,,,,,2.41,1.5,2.29,3.26,1.52,-999,3.64,1.58,1.8,0.5,2.81,2.43,1.05,1.06,3.09,-999,0.76,3.87,2,1.4,-999,0.72,0.54,0.47,0.97,0.21,1.83,3.71,4,2.04,0.74,1.48,1.92,1.57,5.12,0.78,0.72,2.31,,0.47,0.82,1.45,1.18,1.37,2.6,1.51,4.45,-999,1.98,2.64,1.82,1.62,2.75,2.89,2.29,0.4,1.82,3.81,0.54,4.22,3.28,,,,
March,,,,,,,1.38,1.46,1.78,1.19,0.68,1.01,1.58,1.67,1.01,0.72,2.91,3.43,0.87,1.11,1.74,4.07,3.37,,1.11,1.61,-999,1.53,1.68,1.79,2.22,1.15,0.71,1.32,1.34,2.94,3.08,5.25,2.46,1.09,1.23,1.24,0.41,3.1,2.03,2.91,1.32,1.25,4.83,3.19,0.99,2.17,1.55,2.99,1.76,1.95,-999,0.52,0.8,1.99,2.67,1.53,0.89,1.95,1.17,3.15,0.97,,,,
April,,,,,,,2.43,3.64,2.98,1.88,0.72,2.49,3.79,0.83,1.67,1.15,3.22,5.3,3.13,3.02,3.31,0.72,5.6,1.76,3.02,2.97,2.2,0.82,1.66,2.29,1.66,2.09,1.35,0.37,0.96,1.83,1.41,2.03,1.47,3.55,1.52,1.7,2.17,1.6,1.55,1.85,1.35,2.01,2.98,1.99,2.94,0.74,1,4.28,0.95,0.9,-999,1.23,2.09,1.54,3.92,1.29,2.97,1.91,1.12,3.09,1.67,,,,
May,,,,,,,1.09,2.08,1.1,4.65,1.45,1.46,2.11,2.7,2.49,1.39,1.9,3.08,5.62,1.86,1.74,2.06,1.39,2.21,1.34,3.88,1.37,2.22,1.05,2.12,1.95,2.7,1.95,2.52,3.22,1.44,0.61,0.42,3.25,4.39,1.54,2.02,2.14,3.56,1.9,1.45,5.03,3.27,2.85,1.96,1.93,1.72,2.72,2.41,1.57,1.13,4.42,2.27,1.9,1.3,3.81,1.69,1.18,2.36,5.58,5.38,1.71,,,,
June,,,,,,,2.82,1.34,0.63,1.48,1.71,3.07,2.85,1.04,1.69,2.15,3.22,1.78,2.63,4.81,4.85,2.92,3.41,3.13,0.72,1.49,3.2,0.75,1.47,0.57,1.76,0.21,5.97,1.68,3.97,0.5,2.3,4.99,1.83,0.93,3.95,2.17,2.93,1.94,3.34,1.84,1.03,3.85,0.97,3.57,1.31,5.91,5.14,1.5,4.14,1.04,2.31,1.68,0.46,0.62,0.97,0.38,0.94,0.9,2.35,0.4,5.44,,,,
July,,,,,,,4.12,4.77,0.78,0.37,0.98,2.09,4.23,1.2,1.35,5.79,1.64,5.02,1.08,6.55,6.22,2.97,3.15,4.17,5.19,1.66,4.21,1.09,6.56,2.67,3.55,5.98,1.67,3.14,2.14,7.89,2.55,0.69,0.61,4.1,1.12,2.64,3.55,5.64,1.71,0.52,0.65,2.39,2.61,1.94,3.67,0.45,4.02,1.75,1.49,4.2,4.02,1.26,3.8,2.51,5.19,1.1,5.65,2.27,4.28,1.93,3.74,,,,
August,,,,,,,4.94,1.83,3.08,1.36,2.35,2,2.98,1.67,3.12,3.32,1.46,8.13,6.11,4.74,2.16,8.91,3.11,2.35,1.55,3.42,2.41,2.28,1.5,3.86,5.75,5.32,4.79,2.79,2.92,2.4,2.49,2.88,3.13,0.94,6.76,2.45,1.83,2.28,3.49,4.21,3.87,1.76,0.91,3.12,5.35,3.22,7.06,0.64,2.48,4.95,3.61,8.02,2.22,1.96,1.97,6.82,3.34,5,2.2,3.49,2.77,,,,
September,,,,,,,4.92,1.94,5.91,5.28,1.55,4.56,3.52,2.42,2.16,3.52,5.42,1.72,2.8,1.49,5.79,6.71,2.45,4.42,2.12,2.94,2.67,2.3,1.17,0.54,1.27,3.9,2.67,1.72,1.46,0.38,4.27,3.14,0.17,3.04,0.75,1.54,0.82,4.03,0.65,2.54,1.23,0.45,3.64,3.69,0.49,1.38,1.83,4.33,2.38,1.18,2.52,1.4,5.63,2.32,1.64,1.04,4.85,3.32,4.5,3.63,4.55,,,,
October,,,,,,,1.2,1.49,1.74,1.91,5.91,5.14,7.12,2.25,2.62,5.51,1.65,3.09,2.29,1.41,3.39,7.15,3,4.43,2,3.78,6.57,2.76,1.47,4.8,2.24,3.59,6.58,1.29,5.96,4.25,5.8,2.09,6.48,2.81,5.41,2.93,3.69,9.41,1.05,2.71,4.72,5.89,2.63,2.46,3.17,4,4.1,4.51,1.22,0.9,4.36,2.81,4.56,3.73,2.28,2.15,2.96,2.87,3.44,3.24,2.81,,,,
