"ABERCARN (NANTYDRAENOG RES)",,,,,,,,,,,,
Grid ref,ST188934,Long,-3.174627,Lat,51.633526,,,,,,,
Station no,4004/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.81,5.97,1.44,3.84,5.06,7.00,8.51,5.23,7.20,6.38,,
February,6.85,0.87,2.24,6.01,2.58,0.32,7.20,6.53,0.41,5.54,,
March,5.89,3.94,2.64,5.53,2.91,1.95,6.49,1.89,5.04,3.07,,
April,4.03,4.41,5.68,0.78,2.08,2.22,0.17,1.06,4.80,3.78,,
May,3.43,5.37,4.02,3.09,6.27,2.12,2.08,4.56,1.45,1.81,,
June,1.57,3.07,2.76,7.20,5.40,3.68,1.29,4.41,2.29,2.76,,
July,1.60,3.27,7.60,3.39,1.51,5.81,4.96,5.88,5.30,6.39,,
August,7.97,8.94,5.55,5.63,0.85,6.79,4.84,5.77,1.39,5.33,,
September,5.99,4.68,6.01,7.60,2.32,7.59,7.49,10.39,0.29,7.05,,
October,1.40,6.30,4.32,9.34,3.12,2.81,5.54,7.09,5.17,9.76,,
November,11.55,4.66,4.26,13.05,6.89,1.55,2.79,2.57,8.36,13.68,,
December,7.24,4.12,2.00,5.51,8.16,8.56,4.17,5.47,15.14,7.98,,
Total,65.33,55.60,48.52,70.97,47.15,50.40,55.53,60.85,56.84,73.53,,
Calc annual,65.33,55.60,48.52,70.97,47.15,50.40,55.53,60.85,56.84,73.53,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
