"ROTHERHAM, SITWELL VALE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK441910,Long,-1.337991,Lat,53.413972,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,1.17,2.3,1.12,4.53,2.91,1.15,2.52,0.78,2.32,1.59,3.87,2.98,2.06,3.59,0.69,1.68,2.31,2.44,1.37,4.29,1.52,3.8,1.85,1.41,2,1.95,1.46,2.99,3.85,2.38,5.07,2.44,4.39,2.16,,,,,,,,
February,,,,,,,,,,0.61,2.81,1.47,1.8,0.97,1.23,3.08,4.22,0.6,1.63,2.53,2.6,0.22,2.76,4.77,1.14,3.36,1.43,1.42,2.77,0.83,0.78,2.12,0.36,3.4,0.73,3.03,3.03,3.58,1.11,0.96,2.11,3.34,1.02,,,,,,,,
March,,,,,,,,,,3.57,0.64,0.97,2.99,2.85,1.84,0.88,4.97,1.85,1.12,3.97,1.91,0.99,1.47,1.48,1.04,0.67,0.72,2.32,2.45,0.08,2.57,0.23,1.41,2.3,2.3,1.55,1.79,2.88,0.2,2.08,1.51,4.71,1.72,,,,,,,,
April,,,,,,,,,,1.47,2.32,0.85,0.12,3.12,1.01,0.9,0.72,1.66,1.44,1.5,4.43,0.77,3.55,2.04,1.57,2.45,1.44,1.91,0.93,0.95,2.98,2.97,2.51,1.33,2.32,2.14,1.32,2.57,0.08,1.9,2.21,1.64,1.09,,,,,,,,
May,,,,,,,,,2.46,1.58,2.64,1.18,3.74,1.89,1.54,1.78,2.43,1.88,2.34,1,3.17,1.24,0.63,2.79,3.57,3.37,2.43,1.2,1.39,1.22,1.76,3.47,6.96,2.09,0.93,0.41,1.7,3.09,2.17,1.63,1.13,1.96,2.92,,,,,,,,
June,,,,,,,,,1.69,4.64,3.43,2.67,4.67,0.54,2.53,2.07,1.23,1.92,0.58,0.83,2.59,0.42,0.97,0.64,1.84,0.11,3.14,2.87,3.06,1.16,0.56,4.64,0.58,1.09,1.07,2.59,3.21,1.69,1.87,2.38,0.68,0.19,1.18,,,,,,,,
July,,,,,,,,,2.08,4.47,2.92,0.15,6.06,1.43,3.08,4.36,1.48,0.76,3.38,3.67,3.83,0.34,2.94,6.28,2.51,0.89,2.29,2.57,0.53,0.93,6.14,4.19,3.53,1.84,1.47,0.71,4.44,2.87,3.51,4.91,4.74,3.68,1.98,,,,,,,,
August,,,,,,,,,2.09,2.85,3.58,2,5.78,2.45,1.64,2.24,1.79,4.43,1.62,2.79,0.74,4.59,6.14,2.46,2.55,2.57,3.37,5.55,2.33,1.61,2.65,4.96,1.99,0.47,1.02,3.17,2.2,0.22,3.22,2.88,0.28,3.06,4.14,,,,,,,,
September,,,,,,,,,1.82,2.92,0.33,1.96,1.4,2.96,1.43,0.79,1.2,0.69,6.17,2.47,1.25,0.61,2.16,1.84,2.81,2.31,1.03,3.75,0.21,1.39,3.93,3.29,1.59,1.25,1.96,4.22,2.38,1.62,2.37,2.38,0.87,0.55,1.34,,,,,,,,
October,,,,,,,,,1.15,2.7,2.22,2.01,2.69,3.97,2.35,1.44,2.26,2.61,1.13,3.08,2.02,1.59,1.13,1.5,3.22,2.74,2.11,2.12,3.89,3.09,2.23,0.68,3.15,5.17,1.87,3.27,2.44,3.14,3.18,3.36,4.58,3.21,2.27,,,,,,,,
November,,,,,,,,,1.12,0.41,4,3.31,2.08,2.12,2.56,2.81,3.32,0.92,1.22,1.61,0.81,1.88,0.82,3.1,1.85,2.09,3.07,2.62,2.94,4.7,3.11,3.79,1.53,2.02,2.01,5.19,2.85,1.73,2.91,3.91,5.62,3.59,1.73,,,,,,,,
December,,,,,,,,,1.01,4.74,4.36,4.87,2.7,1.36,4.8,6.24,2.39,1.42,2.75,3.33,2.57,2.81,3.06,2.8,2.27,2.53,1.06,2.45,1.86,4.74,2.04,0.82,1.08,0.46,3.96,2.87,2.01,3.71,3.43,2.33,2.08,0.69,1.59,,,,,,,,
Total,,,,,,,,,,31.13,31.55,22.56,38.56,26.57,25.16,29.11,26.79,21.06,24.97,30.65,28.9,17.52,29.22,30.39,26.05,25.4,24.53,30.15,26.65,22.22,32.55,33.01,26.1,23.42,21.59,30.61,30.36,30.95,26.43,33.79,28.25,31.01,23.14,,,,,,,,
