LANGPORT (MUCHELNEY),,,,,,,,,,,,
Grid ref,ST428250,Long,-2.816902,Lat,51.021513,,,,,,,
Station no,2072/2/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,-999.00,2.94,2.73,,
February,,,,,,,,-999.00,0.28,2.52,,
March,,,,,,,,-999.00,3.23,1.73,,
April,,,,,,,,-999.00,2.33,2.35,,
May,,,,,,,,-999.00,0.95,1.00,,
June,,,,,,,,-999.00,0.68,0.94,,
July,,,,,,,,2.53,1.48,4.79,,
August,,,,,,,,2.90,1.09,4.36,,
September,,,,,,,,3.97,0.09,3.74,,
October,,,,,,,,1.87,3.18,8.50,,
November,,,,,,,,3.17,4.87,2.46,,
December,,,,,,,,3.58,5.42,2.70,,
Total,,,,,,,,-999.00,26.54,37.82,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.02,26.54,37.82,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1017.02,0.00,0.00,,
