PENRITH FELL LANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY521308,Long,-2.744225,Lat,54.669983,Elevation,575,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,6.12,4.98,5,4.49,3.09,1.23,1.77,5.68,3.3,4.05,0.89,4.52,2.42,1.09,0.45,0.4,1.92,4.43,5.4,1.93,4.37,2.76,1.7,1.81,4.3,2.18,2.34,1.82,5.02,1.4,1.5,0.96,2.36,6.34,3.21,2.38,1.91,4.47,3.66,1.22,4.65,0.85,2.12,3.08,3.85,1.23,3.28,4.52,2.56,3.52,3.83,2.26,3.54,3.12,4.23,5.86,2.95,1.9,3.28,4.67,3.91,3.77,5.64,0.8,5.38,,,,,,,,,,
February,,,,,,,3.75,1.98,2.95,3.92,2.79,2.04,3.8,1.2,1.98,0.55,2.09,2.18,1.11,1.87,3.27,2.97,2.19,4.89,3.36,3.13,1.06,1.46,1.17,1.83,0.61,0.16,2.21,3.24,5.11,0.57,1.59,2.37,3.06,3.04,4.32,0.91,1.05,5.84,3.09,2.14,2.28,2.01,3.91,2.24,5.55,3.23,2.08,2.38,4.58,4.73,4.15,1.08,3.51,0.66,3.16,0.08,3.18,4.93,0.61,4.88,3.31,1.29,3.4,0.41,0.3,,,,,,,,,,
March,,,,,,,3.01,1.62,4.19,0.68,0.75,2.1,2.33,1.47,2.13,0.92,2.35,2.14,1.56,1.78,1.29,2.21,2.72,2.49,3.06,2.2,2.3,1.31,2.43,1.03,2.37,1.6,0.86,1.16,2.38,3.35,4.36,5.19,1.23,1.73,0.74,2.4,2.04,5.7,1.85,2.7,2.2,2.82,2.61,2.51,1.74,1.41,3.21,5.24,3.36,1.61,2.49,1.93,0.71,3.21,5.65,4.29,2.12,1.54,0.93,1.3,1.9,3.29,3.3,0.12,2.8,,,,,,,,,,
April,,,,,,,0.7,3.52,2.59,1.4,1.22,1.89,1.73,0.13,1.9,1.04,2.24,2.25,1.42,1.28,1.74,0.79,3.81,1.64,1.2,2.33,2.35,1.32,1.88,1.9,0.98,1.25,1.03,0.39,2.73,1.15,1.58,1.7,3.03,2.57,2.33,2.02,2.03,1.35,2.74,3.24,0.86,1.8,0.93,1.94,2.24,1.98,0.51,4.43,1.14,1.64,2.44,2.69,0.76,1.89,3.07,0.82,2.58,2.67,1.55,3.67,1.95,1.89,0.73,1.07,1.44,,,,,,,,,,
May,,,,,,,0.78,2.12,1.28,1.12,2.4,1.02,1.37,1.35,1.59,1.22,1.01,1.82,3.4,1.49,1.37,2.14,1.3,0.53,1.99,2.36,4.72,1.31,1.94,2.66,2.54,1.55,3.43,1.65,2.89,0.53,0.51,1.04,2.27,3.08,1.83,1.38,2.73,3.06,2.44,0.37,4.69,4.03,1.99,1.57,2.28,2.38,1.69,1.44,1.9,1.48,2.93,2.1,1.63,1.32,3.99,2.53,1.26,2.71,3.88,3.91,2.03,1.96,1.4,1.47,1.28,,,,,,,,,,
June,,,,,,,1.45,1.52,0.63,0.16,1.57,2.32,2.05,1.2,1.23,4.42,2.18,2.15,2.24,2.84,1.91,2.6,3.46,2.21,1.26,1.21,1.37,0.2,1.23,0.97,2.82,1.29,4.2,2.6,2.38,1.44,3.42,2.95,2.65,0.87,3.48,1.56,1.64,1.33,1.57,1.39,1.02,3.91,1.57,2.5,1.23,3.38,4.62,1.88,1.26,0.51,2.86,2.9,0.97,1.5,1.4,0.27,2.15,0.78,1.26,0.14,3.1,2.82,4.47,1.28,1.55,,,,,,,,,,
July,,,,,,,2.47,3.42,0.42,0.51,0.69,2.66,1.34,2.64,1.5,3.36,1.11,3.84,0.68,4.22,4.96,3.97,4.45,3.75,4.99,1.13,5.27,1.48,5.91,2.01,1.6,4.45,1.81,3.25,2.89,5.7,3.41,1,1.15,4.53,2.21,1.67,3.34,3.66,1.18,0.94,1.6,1.25,2.54,3.86,4.45,0.34,3.62,0.94,3.94,2.82,3.86,1.33,3.74,0.8,3.95,2.23,3.99,2.3,3.43,1.53,3.24,4.38,3.33,3.89,4.1,,,,,,,,,,
August,,,,,,,3.06,1.82,3.38,1.48,2.18,1.4,3.19,3.1,5.48,3.6,3.87,5.52,3.88,3.39,1.04,4.71,3.07,2.22,1.09,2.17,1.33,1.83,2.65,3.88,4.13,6.43,6.37,3.7,3.16,3.87,2.28,5.78,4.2,1.16,5.71,3.28,1.47,4.78,3.89,2.6,4.34,2.84,3.43,2.69,6.11,2.33,5.15,1.27,1.67,3.04,1.68,5.02,4.56,2.85,1.75,4.81,2.5,7.97,2.23,3.13,4.04,6.45,6.89,3.48,7.28,,,,,,,,,,
September,,,,,,,4.53,3.07,2.01,6.04,3.01,1.13,4.76,1.81,4.76,3.9,3.38,1.75,3.24,1.7,4,3.4,1.95,4.09,2.84,2.41,4.01,3.97,0.7,1.79,3.07,4.89,5.09,3.11,0.61,1.38,5.1,3.87,0.89,4.47,1.56,1.14,1.6,4.4,0.72,2.4,0.99,0.35,2.36,1.92,0.33,2.96,1.57,1.84,2.32,1.18,1.94,3.04,8.3,1.46,2.37,1.3,4.03,3.93,4.4,3.36,4.31,6.98,1.7,1.49,2.61,,,,,,,,,,
October,,,,,,,1.14,2.61,3.11,2.12,7.18,3.45,3.72,3.79,5.12,2.61,2.72,4.08,3.76,1.04,1.05,1.95,2.92,5.35,1.98,3.7,5.47,2.05,2.6,4.34,2.27,4.55,5.04,3.06,3.5,3.67,5.01,2.18,2.32,2.27,5.72,2.56,2.89,9.76,1.24,2.31,5.46,4.47,1.45,4.67,2.05,3.04,3.08,3.31,1.05,0.5,6.47,4.42,3.5,1.97,2.16,2.64,0.8,5.9,2.55,4.31,3.03,3.64,5.57,3.98,4.47,,,,,,,,,,
