BOTLEY FAIRTHORNE,,,,,,,,,,,,
Grid ref,SU520122,Long,-1.261805,Lat,50.906937,,,,,,,
Station no,RR8490,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.42,,,,,,,,,,,
February,4.74,,,,,,,,,,,
March,1.15,,,,,,,,,,,
April,1.52,,,,,,,,,,,
May,1.69,,,,,,,,,,,
June,2.49,,,,,,,,,,,
July,1.26,,,,,,,,,,,
August,2.81,,,,,,,,,,,
September,1.06,,,,,,,,,,,
October,2.32,,,,,,,,,,,
November,3.02,,,,,,,,,,,
December,4.13,,,,,,,,,,,
Total,29.61,,,,,,,,,,,
Calc annual,29.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
