RAYNERS LANE (HIGH WORPLE),,,,,,,,,,,,
Grid ref,TQ127875,Long,-0.375097,Lat,51.575110,,,,,,,
Station no,860/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.82,1.72,0.79,0.89,2.53,4.05,1.50,2.64,2.35,2.26,,
February,5.04,0.81,1.80,2.37,1.46,0.23,2.90,2.57,0.09,2.12,,
March,3.49,3.01,0.43,2.31,1.11,0.94,1.28,1.28,2.06,1.74,,
April,2.61,1.56,2.32,0.33,0.46,1.05,0.28,1.50,2.26,0.56,,
May,1.97,2.06,1.48,2.11,4.70,0.29,1.02,2.50,0.52,1.93,,
June,1.36,1.46,1.58,3.63,1.99,1.94,1.06,3.98,1.00,1.45,,
July,1.07,0.57,2.86,3.03,0.56,3.52,3.05,2.44,3.36,3.35,,
August,3.66,5.45,1.75,3.19,0.92,3.71,2.23,2.90,1.93,3.18,,
September,2.84,4.26,2.05,2.06,1.74,2.16,2.26,5.50,0.04,4.26,,
October,1.04,2.85,2.77,2.40,3.78,2.74,1.91,2.63,2.02,5.96,,
November,4.86,3.36,1.30,4.12,1.51,0.54,2.17,2.35,2.15,4.04,,
December,1.47,2.50,0.56,1.67,2.24,3.06,1.89,3.35,3.50,2.92,,
Total,32.23,29.61,19.69,28.11,23.00,24.23,21.55,33.64,21.28,33.77,,
Calc annual,32.23,29.61,19.69,28.11,23.00,24.23,21.55,33.64,21.28,33.77,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
