JURA (ARDFIN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NR488636,Long,-6.009724,Lat,55.800181,Elevation,160,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,4.44,6,8.59,4.31,7.27,3.83,7.08,2.88,4.21,2.08,3.89,4.8,,,,,,,,3.48,4.96,6.22,5.64,3.75,4.3,6.72,3.79,4.77,7.18,3.91,7.34,7.29,6.24,10.11,7.77,6.87,6.03,4.75,8.27,9.14,11.56,2.98,6.95,7.07,7.48,4.27,6.52,4.81,3.9,7.36,7.28,4.02,3,1.23,8.88,7.55,7.61,4.03,5.62,5.15,5.86,5.87,9.53,6.51,6.9,2.4,7.95,4.37,5.73,8.21,4.36,3.43,2.73
February,,,,,,,,,1.95,4.22,0.71,0.78,3.05,6.08,9.09,2.93,5.08,4,4,3,,,,,,,,4.44,5.28,3.73,6.76,6.43,4.41,4.75,8.25,5.4,6.48,1.58,7.09,1.41,5.3,2.78,9,5.63,2.62,5.37,7.49,3.63,5.47,3.16,0.61,6.32,0.12,5.2,1,5.34,3.32,6.22,3.44,4.87,2.37,2.29,3.7,5.26,3.31,7.24,5.63,0.08,4.3,3.72,6.88,3.47,3.56,2.61,5.47,4.29,1.61,3.22,5.2,1.37,2.63
March,,,,,,,,,4.99,2.72,3.29,4.95,1.7,3.43,4.49,5.68,6.87,5.42,5.6,5.7,,,,,,,,5.46,5.33,2.25,2.48,1.86,5.55,6.45,5.67,3.21,1.78,3.83,2.17,6.67,4.02,6.9,2.24,3.59,1.08,3.74,4.9,4.34,4.94,0.94,4.01,1.89,4.46,2.62,3.19,2.08,4.02,1.55,4.2,4.29,3.67,2.54,3.55,1.49,4.62,1.79,2.75,4.77,4.29,3.62,3.81,3.35,3.64,2.27,5.36,2.17,2.14,5.87,1.47,2.29,2.42
April,,,,,,,,,2.53,1.47,1.68,1,1.62,1.41,2.39,3.25,2.68,3.04,6,7.15,,,,,,,,2.37,1.91,2.81,4.57,3.64,2.81,5.47,3.69,4.53,4.85,3,1.6,3.39,2.79,2.6,3.62,3.37,4.3,5.17,3.64,4.88,3.17,2.27,2.71,2.56,4.95,3.14,2.77,4.87,1.79,2.73,0.73,2.28,3.08,1.6,2.37,7.91,3.36,3.32,1.97,5.45,1.94,6.85,3.32,3.27,2.52,2.95,1.7,4.25,2.01,1.64,2.05,3.02,0.6
May,,,,,,,,,5.73,2.77,1.92,2.55,5.92,2.51,3.29,0.95,2,3.12,3.15,4.5,,,,,,,,6.63,2.48,2.42,3.29,4.11,1.83,3.2,3.48,1.82,5.19,6.29,3.4,2.82,6.94,3.27,4.21,2.57,4.89,7.05,4.46,3.08,2.34,4.2,2.1,2.97,3.63,3.64,3.12,1.27,3.03,2.15,3.19,1.4,2.55,1.76,2.1,5.46,1.63,4.3,0.41,5.41,0.11,2.76,1.77,1.65,1.58,3.64,3.65,3.38,2.72,2.49,1.75,0.5,2.16
June,,,,,,,,,4.97,1.2,7.3,1.9,5.85,1.23,2.75,1.39,3.34,5.46,3.5,3.35,,,,,,,,5.38,2.85,1.89,2.56,2.15,6.24,3.89,1.85,2.77,1.97,2.18,2.25,5.22,2.34,1.31,3.94,3.4,4.5,1.74,3.26,4.96,6.71,4.08,3.74,5.95,2.24,2.78,3.23,3.02,2.65,3.59,6.36,2.92,1.46,1.62,3.41,4.16,3.15,3.57,4.53,6.68,4.24,0.98,1.3,2.9,3.32,1.99,4.87,3.74,3.89,2.43,3.46,1.9,1.03
July,,,,,,,,3.23,4.61,2.76,4.47,1.66,4.08,6.02,3.81,5.79,6.76,2.71,5.1,2.57,,,,,,,,3.83,3.56,5.31,3.49,3.96,3.71,1.59,4.04,3.95,2.08,1.47,3.46,1.77,4.38,4.31,4.03,5.92,5.45,4,4.91,4.61,4.32,4.05,2.82,4.85,4.88,4.13,2.89,3.55,5,5.98,4.53,5.54,3.26,2.57,4.4,2.04,2.75,3.48,5.67,6.03,6.3,0.6,6.3,5.29,3.62,5.09,5.53,0.26,6.02,4.64,3.91,2.37,3.49
August,,,,,,,,2.48,4.49,6.62,5.21,7.67,5.24,5.46,3.68,5.34,4.53,4.97,6.22,2.55,,,,,,,,6.84,4.41,4.54,7.4,3.72,3.86,1.82,5.66,2.01,3.29,4.67,4.38,4.61,5.2,4.82,4.84,6.45,5.95,4.47,5.73,4.46,6.49,6.76,8.53,1.72,2.67,4.89,5.09,3.78,3.09,4.48,3.61,1.99,2.83,5.17,5.77,4.73,3.28,1.21,5.92,0,7.11,4.62,4.94,5.01,5.69,5.09,4.05,1.08,7.77,4.24,5.81,0.59,3.65
September,,,,,,,,4.73,2.65,4,6.87,6.64,6.16,5.48,0.25,2.48,6.08,6.05,7.5,3.5,,,,,,,,1.7,6.61,2.49,1.34,3.23,3.24,2.85,3.55,1.46,2.47,3.44,8.09,4.65,4.54,2.9,2.82,8.81,6.74,5.29,5.27,7.63,5.72,2.28,4.24,2.55,5.23,0.98,7.47,8.36,4.46,3.59,4.16,6.48,5.05,2.67,7.76,5.44,8.56,4.94,7.41,5.43,10.67,2.69,12.34,3.85,3.99,7.93,8.93,5.72,3.36,5.4,2.26,1.18,2.67
October,,,,,,,,2.68,4.26,4.62,5.73,6.77,4.69,7.68,3.43,6.09,4.66,3.47,5.5,4.3,,,,,,,,4.75,2.08,7.31,2.39,3.63,6.25,4.95,3.16,3.32,7.78,11.6,7.33,2.29,4.92,6.26,2.39,8.83,4.14,5.64,9.09,6.61,9.49,9.64,8.9,5.57,7.9,5.16,10.91,12.29,5.84,4.09,11.34,1.87,7.96,6.08,6.6,8.6,9.05,3.58,0.94,2.57,9.8,6.56,7.53,4.46,6.03,4.75,8.58,4.87,3.64,3.33,3.63,4.21,1.55
