"BRIGHTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR3156,,,,,,,,,,,
,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,,
January,,,,,,,,,,1.30,,
February,,,,,,,,,,1.25,,
March,,,,,,,,,,1.15,,
April,,,,,,,,,,2.44,,
May,,,,,,,,,,2.00,,
June,,,,,,,,,,1.70,,
July,,,,,,,,,,1.56,,
August,,,,,,,,,,1.08,,
September,,,,,,,,,,4.24,,
October,,,,,,,,,,4.52,,
November,,,,,,,,,,4.80,,
December,,,,,,,,,,3.82,,
Total,,,,,,,,,,29.86,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.86,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
