BOURTON,,,,,,,,,,,,
Grid ref,SO596963,Long,-2.597411,Lat,52.563022,,,,,,,
Station no,2280/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,5.96,,
February,,,,,,,,,,2.73,,
March,,,,,,,,,,1.76,,
April,,,,,,,,,,1.75,,
May,,,,,,,,,,1.99,,
June,,,,,,,,,,2.19,,
July,,,,,,,,,,3.55,,
August,,,,,,,,,0.80,3.74,,
September,,,,,,,,,0.08,5.53,,
October,,,,,,,,,2.84,7.53,,
November,,,,,,,,,3.47,5.18,,
December,,,,,,,,,6.04,4.14,,
Total,,,,,,,,,,46.05,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.23,46.05,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
