"QUAINTON, QUAINTON COTTAGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,992,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,1.41,2.75,2.48,3.66,1.20,2.62,
February,,,,,0.55,2.97,1.80,3.58,1.73,0.49,0.61,
March,,,,,0.69,0.58,0.27,1.87,1.80,0.13,0.73,
April,,,,,,1.28,2.19,1.44,1.92,0.92,1.84,
May,,,,,7.32,2.27,2.39,0.55,1.77,1.62,2.51,
June,,,,,,0.00,2.91,2.98,2.12,0.85,0.72,
July,,,,,,4.69,2.05,2.29,1.89,1.22,2.24,
August,,,,,,1.90,1.17,3.68,2.81,0.30,2.11,
September,,,,,,2.72,1.63,4.63,0.61,0.14,3.06,
October,,,,,,2.90,1.79,1.62,3.26,3.69,0.88,
November,,,,,,1.62,3.76,2.22,3.03,6.19,3.58,
December,,,,,,1.62,0.38,2.27,2.10,4.49,2.47,
Total,,,,,,23.96,23.09,29.61,26.70,21.24,23.37,
Calc annual,0.00,0.00,0.00,0.00,8.56,23.96,23.09,29.61,26.70,21.24,23.37,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,-0.00,0.00,
