GREENOCK W.W. (KELLY DAM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS221684,Long,-4.845244,Lat,55.875817,Elevation,640,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,1.1,8,9.1,9.6,6.5,7.3,7.2,5.8,5.4,9.2,4.4,6.8,9.5,7.2,5.1,8,4.4,8.9,6.9,6.1,5.1,6.1,4.7,6.1,5.4,10,4.4,7,6.3,8.9,10.4,6.5,10.5,7.4,5.6,13.5,9.9,14.2,3.7,12.1,10.2,9.2,6.6,7,3.9,6.6,9.3,8.1,5.6,4.2,1.6,10,8.1,9,3.5,9.4,7.4,8.9,8.6,4.3,6,6.1,4.7,8.2,5,4.4,7.5,7.8,2.4,5.7
February,,5.8,7,7.1,9.2,7,3.6,4.5,1.7,4.3,5.2,2.8,2.1,9.6,5.9,4,5.4,9,5,5.3,10.5,9.2,6.6,3.6,6.2,9.5,6.8,2.3,9.5,1.8,9.4,2.6,7.2,8.7,1.7,5.5,7.8,4.3,6.6,4.1,0.7,8.3,0.1,8.5,1.4,7.4,4.8,7.9,3.6,6.6,2.9,6.6,2.7,7.8,2.1,9.7,4.5,1.7,5.8,7.4,5,4,3,3.7,6.1,4.2,2.9,4.2,4.8,2.5,6.3
March,,7.3,6,1.9,4.3,5.9,4.7,2.6,4.7,4,0.5,3,5.3,9.1,3.1,6.3,5.1,8.1,9.8,4.6,3.3,1.8,8,6.5,7.2,4,3.6,5,3,5.6,7.2,8.2,2.3,3.1,1.6,2.5,4.7,5.9,7.8,2.7,6.2,2.3,3.2,4.5,3.8,2.6,5.5,2.5,5.8,3.4,4.6,3.5,5.8,4.1,1.7,5.9,3.6,4.9,6.8,4.1,4,5.1,5,1.6,4.3,2.4,3.2,6.4,2.2,4.2,3.7
April,,2.5,4.3,4.8,2.8,4.5,2.9,3.1,4.4,3.9,3.6,5.2,2.4,2.5,5.6,4.8,1.8,4.8,2.6,6.9,6.6,4.7,5.4,5.7,4.1,2.7,3.7,3,1.9,3.9,3.8,2.1,5.2,5.2,3.7,9.3,2.7,4.8,2.9,2.4,2.8,3.7,5.4,4.3,5.6,3.9,2.1,3.8,0.6,3.6,3.9,2.9,3.3,4.6,4.2,2.3,3.4,7.7,3.1,8.1,3.9,3.6,2.8,3.1,3.9,6.3,2.2,3.6,2.5,4.6,6.5
May,,3.8,3.9,5.6,6.6,3.6,4.6,1.5,5.8,4,5,1.9,3.7,4.1,3.6,2.4,7.8,6.6,4.2,5.5,3.6,3.8,3.2,5.4,2.5,0.8,6.2,6,5.4,1.2,10.4,3.5,6,2.5,5.6,9.6,3.7,4.4,2.4,7.4,3.8,6.7,3.1,4.6,4.6,0.8,3.3,1.6,4.9,1.6,1.2,2.8,4,4.3,5.4,5.7,1.4,5.5,1.9,2.5,1.6,2.2,2.5,2.9,3.8,5.5,4.3,2.5,4.9,1.4,3.2
June,,6.5,5.8,3.5,1.6,2.1,2,2,4.2,2.1,4.6,3.8,2,2.9,2.6,1.9,2.2,6,4.4,3.2,2.5,4.5,7,5.1,1.3,2.1,1.9,3.3,2.8,5,2.6,1.4,3.6,2.4,3.8,2,4.3,4.8,6.6,6.1,5,10,2.2,3.3,4.3,4.6,2.4,5.2,7.7,2.2,1.1,2.2,2.8,5.3,6.15,4.8,4.7,4.8,5.6,1.4,2.7,2.2,4.1,1.4,5.7,5.7,4,3,4,3.6,3.8
July,,7.1,8.3,4,5.3,3,4.6,4.5,5,2.5,4.9,1.9,5.5,5.5,4,4.2,4.2,3.8,6.1,6.6,3.2,4.6,3.3,1.6,2,6,2.2,2.7,5.6,1.8,4.5,5.2,3.2,6.1,5.1,2.1,3.6,6.2,4.2,8.5,4.1,7.3,4.7,5.7,4.6,3.2,8.1,5.5,5.8,6.5,4.4,5.5,6.3,2.3,4.5,3.9,4.6,4.5,7,2.7,6,4.4,3.7,7.9,5,2,5.7,6.3,6.3,8.4,5.6
August,,6.9,4.9,8.4,5,3.8,4.1,4.1,5,7,7.5,7.5,4.9,11.7,6.6,5.8,6.7,7.5,6.8,4.6,10,3.5,4.7,2,5.4,3.7,5.6,3.5,6.5,3.6,5.5,7.5,3.3,7.8,5.1,6,5.9,6.9,5.1,9.5,9.3,3.2,4.5,5.3,5.6,2.8,4.5,3.9,3.1,3,3.4,5.1,8.6,10,4,2.8,3.8,0,8.7,5.5,6.6,5.7,6.2,6.5,6.2,1.5,5.5,6.1,5.7,1.9,4.5
September,,4.6,5.9,4.5,5,9.9,9.2,5.6,3.8,2.5,6.2,5.5,5.4,4.5,8.1,5.1,4.5,2.6,11,2.6,2.5,4.1,4.5,2.4,3,1.9,3.3,5.7,7.6,7,4.3,3.2,4.3,9.5,7.7,4.4,6.1,9.3,5.6,4.5,7.8,2.6,6.1,1.1,6.8,8,4.8,3.8,5.7,4.1,5,1.5,7.2,5.6,6.9,7.6,8.9,6.5,9.1,2.9,11.5,5,3.9,8,8.7,7.4,5.5,4.1,5.4,2.2,4.8
October,,3.9,5.7,8,8.4,4.3,5,2.8,3.5,5.3,9,6.8,3.5,12.5,4.5,5.5,9.7,8.5,1.9,8.3,2.6,4.7,7.2,3.7,2.7,4,10.4,13.1,9.8,2,3.8,5.8,3.1,9.3,4.1,6.8,11.5,9.3,12,11.4,14.6,8.6,8.9,3.2,9.7,13,6.9,3.6,9.8,6.1,7.3,7.7,8.7,14.5,7.5,8.2,0.4,3.3,11.6,9.6,7.2,2.2,8,5.3,12.5,6.7,3.4,7,5.4,6.5,5
November,,8.3,8.7,9,6.5,5,6,5.8,8.5,4.4,5.6,7.5,6,5.4,6.8,7.5,6.4,9.3,8.1,3.6,5.4,7.3,6.7,8.4,6.2,2.4,9,13.3,8.5,5.3,7.2,4.4,4.1,5,4.7,1.6,11.1,9.9,10.5,15.3,11.2,11.2,4.9,4.3,3.7,6.7,4.8,1.8,10.1,10.4,9,8.2,1.4,4.4,9.2,0.8,8.2,9.4,4.7,6.6,4.9,10.2,2.7,10.6,11.6,4.1,3.7,3.6,2.8,8.3,8.9
December,,7.9,8.3,8.6,9,4.8,6.2,5.2,7.5,6.5,10.7,5.2,6.9,6.5,6.6,6.2,8.3,8.2,9,8.1,9.6,10.3,10.2,4.1,8.7,8.9,9.9,5.4,7.3,9.6,5.9,10.6,5.3,6.2,9.8,4.4,5,2.9,7.5,20.2,8.3,6.6,10.5,2.6,12.3,5.1,7.9,4.1,6.4,3,7.5,4.1,11.7,3.9,7.4,6.3,7.9,4.5,8.3,8.9,2.4,10,6.7,6.5,7.4,9.8,7.8,8,7.9,13,7.6
Total,,65.7,76.8,74.5,73.3,60.4,60.2,48.9,59.9,51.9,72,55.5,54.5,83.8,64.6,58.8,70.1,78.8,77.8,66.2,65.9,63.6,72.9,53.2,55.4,51.4,72.6,67.7,74.9,53.1,73.5,64.9,54.1,76.3,60.3,59.8,79.9,78.6,85.4,95.8,85.9,80.7,62.8,54,69.4,62,61.7,53,71.6,56.1,54.5,51.7,72.5,74.9,68.05,61.5,60.8,60.2,81.5,68.3,60.1,60.6,54.7,62.2,83.4,60.6,52.6,62.3,59.7,59,65.6
