"CRANLEIGH (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,TQ043394,Long,-0.510357,Lat,51.144373,,,,,,,
Station no,175/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.85,2.03,1.36,1.61,3.69,4.53,2.48,3.42,3.08,3.04,,
February,6.97,0.84,1.29,2.61,1.72,0.19,4.50,2.57,0.01,2.22,,
March,4.45,2.55,0.42,2.83,1.40,0.72,1.64,2.00,2.98,1.41,,
April,2.62,2.25,2.46,0.40,0.21,1.30,0.41,1.12,2.53,0.92,,
May,2.64,2.11,2.02,2.16,3.99,0.34,1.25,3.00,0.53,1.26,,
June,1.20,1.69,1.66,3.74,2.34,2.09,1.30,4.66,1.29,1.60,,
July,2.32,0.89,3.55,2.70,0.30,4.64,4.49,1.48,1.71,3.50,,
August,3.98,2.63,1.74,2.75,1.58,3.39,3.49,4.24,3.00,4.36,,
September,3.56,2.81,2.67,2.37,1.86,3.58,2.80,4.09,0.07,3.03,,
October,0.75,3.64,3.52,2.46,4.22,1.07,1.71,2.82,3.08,7.57,,
November,8.56,3.43,1.75,5.96,2.37,1.08,2.81,2.44,3.66,5.33,,
December,3.42,2.47,0.81,2.47,3.08,5.13,2.62,3.51,5.92,3.82,,
Total,44.32,27.34,23.25,32.06,26.76,28.06,29.50,35.35,27.86,38.06,,
Calc annual,44.32,27.34,23.25,32.06,26.76,28.06,29.50,35.35,27.86,38.06,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
