"BUBWITH GUNBY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1751,,,,,,,,,,,
,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,,
January,,,2.57,,1.95,0.40,2.00,2.37,0.37,0.60,,
February,,,0.85,,0.61,2.20,1.65,0.56,0.55,1.25,,
March,,,0.40,,0.75,1.32,0.30,1.65,1.83,1.42,,
April,,,0.11,,0.58,0.36,1.40,2.82,1.05,2.32,,
May,,,0.88,,2.52,1.38,2.91,0.76,2.13,0.36,,
June,,,4.49,,1.75,1.68,2.28,2.34,1.60,2.11,,
July,,,1.99,,5.04,2.62,2.42,2.71,2.78,3.04,,
August,,,2.84,,0.78,1.96,4.04,6.95,2.28,3.17,,
September,,,3.55,,1.24,0.20,2.85,1.80,2.42,2.50,,
October,,,2.96,,0.84,3.43,1.30,1.29,2.39,1.41,,
November,,,4.62,,2.30,0.97,1.60,1.25,1.37,1.10,,
December,,,2.28,,1.38,0.86,1.66,0.29,1.47,2.00,,
Total,,,27.54,,19.74,17.38,24.41,24.79,20.24,21.28,,
Calc annual,0.00,0.00,27.54,0.00,19.74,17.38,24.41,24.79,20.24,21.28,,
Difference,NaN,NaN,-0.00,NaN,0.00,0.00,-0.00,0.00,0.00,-0.00,,
