POOLE-PARKSTONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SZ044920,Long,-1.9387,Lat,50.7294,Elevation,198,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,3.03,3.37,2.54,3.41,2.72,1.25,0.84,3.93,3.05,1.63,2.12,4.34,4.06,1,2.42,0.56,3.96,3.78,2.32,1.13,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,4.72,2.96,3.55,0.8,0.86,0.83,1.7,0.77,0.03,1.56,3.99,2.91,0.08,0.36,3.4,2.84,3.4,5.24,2.16,1.69,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,1.13,2.64,1.69,3.27,1.13,3.45,2.22,1.22,3.23,0.65,0.49,1.59,2.19,3.34,5.57,0.94,0.67,1.18,2.54,2.53,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,4.25,1.08,1.88,1.65,2.2,0.75,1.16,2.28,2.63,1.03,0.79,0.03,2.37,2.43,0.94,2.83,1.39,2.54,1.35,2.72,1.64,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.93,2.14,1.25,3.01,4.24,2.07,1.81,1.08,2.06,1.9,0.91,0.83,1.66,0.28,0.33,1.42,3.37,1.24,1.56,0.85,2.43,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,3.73,1.5,3.96,2.12,0.44,0.79,2.95,0.81,2.77,1.87,1.51,2.01,1.89,1.47,1.73,2.26,1.19,1.24,2.38,1.44,3.13,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,3.04,2.45,2.37,0.32,2.78,0.58,3.33,2.32,2.98,1.6,2.05,6.59,6.09,2.87,0.75,0.46,0.62,0.51,0.42,1.87,1.88,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,2.17,0.87,1.87,1.11,0.84,2.45,1.88,2.58,2.78,6.28,3.25,1,1.96,1.98,2.48,4.08,1.65,0.41,2.56,2.04,4.31,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.41,4.77,2.12,4.11,2.89,2.51,1.43,0.86,1.62,1.04,2.63,1.65,2.71,0.25,9.23,2.6,1.2,3.56,1.16,3.9,1.71,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,6.91,2.49,1.38,4.34,4.69,1.77,2.5,5.96,0.85,8.8,4.88,5.03,4.47,3.32,3.43,1.27,5.37,2.25,2.82,2.98,2.42,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
