SCAWTON (HAMBLETON HOUSE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3459/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,3.31,4.22,2.31,4.91,2.20,,,,,,
February,,2.77,0.66,1.97,1.41,1.53,,,,,,
March,,2.20,0.40,0.67,0.45,2.50,,,,,,
April,,0.96,1.17,2.65,1.58,2.12,,,,,,
May,,2.82,2.83,0.71,2.39,2.24,,,,,,
June,,0.66,2.67,2.79,3.25,3.53,,,,,,
July,,-999.00,1.16,3.27,2.35,4.53,,,,,,
August,,3.76,5.00,3.36,4.02,4.86,,,,,,
September,,2.58,3.80,5.44,1.57,5.00,,,,,,
October,,2.17,1.84,3.47,3.12,1.61,,,,,,
November,,1.21,2.75,4.31,0.64,5.76,,,,,,
December,,1.73,1.30,2.24,2.02,3.28,,,,,,
Total,,28.12,27.80,33.19,27.71,39.16,,,,,,
Calc annual,0.00,24.17,27.80,33.19,27.71,39.16,0.00,0.00,0.00,0.00,,
Difference,NaN,3.95,0.00,0.00,-0.00,-0.00,NaN,NaN,NaN,NaN,,
