"ABERTILLERY, CWMTILLERY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6168,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,10.44,8.01,,,,,,,,,,
February,3.31,0.09,,,,,,,,,,
March,7.24,6.96,,,,,,,,,,
April,10.00,1.32,,,,,,,,,,
May,4.64,2.76,,,,,,,,,,
June,5.73,0.21,,,,,,,,,,
July,8.32,2.64,,,,,,,,,,
August,2.27,5.65,,,,,,,,,,
September,3.65,3.37,,,,,,,,,,
October,6.66,3.00,,,,,,,,,,
November,4.42,4.16,,,,,,,,,,
December,10.51,5.74,,,,,,,,,,
Total,77.19,43.91,,,,,,,,,,
Calc annual,77.19,43.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
