CARDROSS PORT OF MONTEITH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS 605 976,Long,-4.247284,Lat,56.151019,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,7.8,5.4,1.2,8.2,5.2,9.5,7.1,3.3,5.8,,7.5,5.2,5.5,4.9,7.9,,2.9,2.95,1.6,5.2,,5.1,4.6,3.2,4.5,5.2,,5.2,,,,,,,,,
February,,,,4.4,3.8,3.5,4.9,4.2,6.5,7,4.8,4.4,,2.5,0.4,1.2,6.1,3.6,,1.2,4.25,4.75,4.4,,3.1,3.2,5.6,2.1,6.1,,6.1,,,,,,,,,
March,,,,2,3.6,1.9,3.4,2,4.1,0.3,0.6,3.7,,1.6,4.1,2.8,4.6,3.7,,6.15,2.75,2.8,2.8,,1.3,1.1,4.8,0.3,3.8,,4.3,,,,,,,,,
April,,,,4,1.6,0.8,0.6,4.8,3,1.5,1.3,5.1,,0,,0.6,2.9,3.1,,1.3,3.25,2.35,2.1,,4.1,2.3,2.3,3,2.4,,2.4,,,,,,,,,
May,,,,2.5,1.8,3.3,2.6,0,3.8,0.9,3.8,0.9,,1,4.4,2,0,3,4,2.65,1.15,2.45,2.3,,2.1,3.7,3.1,1.7,4.3,,4.8,,,,,,,,,
June,,,,4.7,4.2,0.5,3.2,1.2,1.6,1.9,1.6,-999,,1.7,2.1,2.4,3.6,5.2,3.7,5.05,1.25,3.95,4.8,,1.6,2.8,0.4,0,2.8,,3.4,,,,,,,,,
July,,,,,-999,3,3.6,4.3,1,2.1,2.1,-999,,5.2,3.1,1.1,2.3,4.3,0.2,3.4,3.2,5.05,5.6,,5.3,1.3,2.3,0,5.1,,5.2,,,,,,,,,
August,,,,3.8,-999,5,5.8,4.5,6.5,0.9,0.2,-999,,4.6,5.6,2.7,1.7,6.8,5.5,4.4,1.9,4.55,3.6,,3.2,2.2,2.6,2,4.3,,4,,,,,,,,,
September,,,,,5.2,0,7.5,3.3,3.5,7.2,2.4,5.9,,5.1,6.2,6.6,2.7,1.8,4.55,5.35,3.4,2.65,2.6,,2.7,5,4.8,2.7,2.6,,5.1,,,,,,,,,
October,,,,,2.9,7.2,2.8,5.6,5.8,2.5,7.4,3.8,,6.2,7.4,4.8,3.7,8.4,5,2.45,0.5,3.85,5.5,,3.4,3.1,7.5,1,5.5,,4.1,,,,,,,,,
November,,,,,3.5,7.8,5.1,2,2.9,5.3,1.7,3.8,,3.3,4.1,4.6,3.8,7.7,2.25,1.7,6.2,7.55,6.2,,1.1,6.4,4.2,3.2,6,,6.1,,,,,,,,,
December,,,,,6.5,8.8,6.8,3.6,7.5,5.8,3.2,4.7,,4.1,3.7,6.5,7.2,6.4,1.5,3.9,4.2,4.35,5.3,,2,4.2,6.3,5,5.3,,5.1,,,,,,,,,
Total,,,,,43.7,43,54.5,40.7,55.7,42.5,32.4,50.6,,42.8,,40.8,43.5,61.9,,40.45,35,45.9,50.4,,35,39.9,47.1,,53.4,,55.8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864 JA Bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860-3 Totals Only deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871 JJA Bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874 April Blank Total deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887Total deleted as crossed through possibly because of 2 0.0 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
