"PONTYPRIDD (TREFOREST COUNTY SECONDARY SCHOOL)",,,,,,,,,,,,
Grid ref,ST063897,Long,-3.354194,Lat,51.598322,,,,,,,
Station no,4075/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,9.28,7.03,1.84,4.22,4.72,8.51,,,,,,
February,5.93,1.35,3.30,6.38,2.61,0.65,,,,,,
March,6.65,5.21,3.90,5.70,2.84,2.17,,,,,,
April,6.00,4.92,4.95,2.12,2.68,2.10,,,,,,
May,3.01,4.72,3.79,3.11,6.01,1.91,,,,,,
June,1.65,4.26,4.20,6.67,9.90,3.74,,,,,,
July,2.12,4.21,9.32,5.72,0.81,5.10,,,,,,
August,11.13,7.93,7.37,6.10,1.60,7.13,,,,,,
September,7.86,5.27,7.79,9.55,1.98,6.39,,,,,,
October,1.99,5.60,4.27,14.55,3.42,2.55,,,,,,
November,12.07,5.27,4.83,13.57,6.09,1.93,,,,,,
December,6.78,4.56,1.69,7.71,10.25,8.78,,,,,,
Total,74.47,60.33,-999.00,85.40,52.91,50.96,,,,,,
Calc annual,74.47,60.33,57.25,85.40,52.91,50.96,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-1056.25,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
