NORTH PETHERTON SHOVELL,,,,,,,,,,,,
Grid ref,ST283325,Long,-3.025091,Lat,51.087315,,,,,,,
Station no,RR8527,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.32,,
February,,,,,,,,,,0.57,,
March,,,,,,,,,,2.87,,
April,,,,,,,,,,1.75,,
May,,,,,,,,,,0.83,,
June,,,,,,,,,,2.69,,
July,,,,,,,,,,1.32,,
August,,,,,,,,,,1.89,,
September,,,,,,,,,,2.79,,
October,,,,,,,,,,4.08,,
November,,,,,,,,,,0.94,,
December,,,,,,,,,,4.74,,
Total,,,,,,,,,,25.79,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.79,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
