GLOUCESTER MAISEMORE LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO818216,Long,-2.265878,Lat,51.892651,Elevation,39,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,0.72,0.56,2.28,2.75,3.08,2.08,4.02,2.26,0.72,0.96,2.03,1.89,0.94,1.46,1.9,2.82,0.6,1.6,0.4,3.27,2.5,0.89,0.81,3.39,2.96,0.95,4.29,1.29,0.8,0.88,2.55,0.89,3.92,3.77,0.63,3.39,1.07,1.35,2.47,3.3,3.28,2.82,3.3,1.38,3.05,1.58,2.84,2.43,3.91,0.7,4.15,1.15,2.28,1.92,1.92,0.74,2.81,2.73,2.73,3.82,2.5,2.48,2.54,5.14,1.36,1.58,2.57,1.71,3.71,1.2,0.36,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,3.37,3.39,2.28,3.27,1.57,4,0.86,0.59,1.17,1.39,0.62,0.04,0.9,2.36,1.96,0.07,0.17,2.26,0.93,3.08,4.14,1.11,1.24,1.11,3.51,0.78,1.58,0.92,0.74,0.43,3.32,1.19,2.31,1.06,2.28,2.92,3.62,1.12,1.35,2.83,0.68,0.21,3.07,3.7,0.4,3.18,1.84,2.86,2.06,0.6,0.61,1.58,0.12,2.26,0.4,1.74,2.09,3.39,0.69,1.05,1.97,1.86,0.5,1.06,0.57,1.51,1.38,1,0.89,1.08,4.55,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,0.99,1.35,1.22,1.28,2.43,1.15,2.33,1.13,2.43,3.23,0.86,1.54,0.79,0.45,1.08,1.73,2.01,2.74,0.59,0.46,0.96,1.43,1.47,3.44,1.36,3.29,1.08,0.65,2.37,2.66,0.97,1.96,3.77,3.7,2.94,0.96,3.73,1.89,1.38,3.59,2.57,1.33,1.92,2.01,1.08,0.29,0.23,2.52,2.38,0.05,1.79,0.19,1.83,2.26,1.46,0.6,1.95,2.2,0.13,1.31,1.37,1.72,2.01,1.11,0.39,0.8,0.71,5.61,1.13,1.15,1.2,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,1.66,0.76,3.22,0.93,1.52,2.14,2.12,1.41,1.71,3.44,0.96,1.03,1.07,0.04,1.62,2.27,0.65,1.07,1.63,2.28,0.87,1.94,1.7,1.86,1.18,2.51,0.77,2.67,2.01,1.9,2.2,0.89,0.33,2.88,1.18,0.97,1.12,1.11,2.48,1.79,3.53,0.95,2.41,2.19,2.29,1.64,2.77,1.32,1.03,0.8,2.61,2.15,2.63,0.79,1.54,3.59,1.75,2.04,0.05,2.57,1.8,0.84,1.12,0.81,0.89,1.01,2.19,2.69,2.07,1.99,2.1,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,1.11,0.91,2.07,1.65,0.63,2.4,4.3,2.16,1.82,3.4,1.81,3.44,1.26,1.23,2.38,0.37,0.21,1.01,3.85,1.98,1.72,1.06,1.9,4.05,1.84,0.24,2.23,2.52,1.49,0.75,1.84,0.9,2.35,2.03,1.57,3.8,2.5,3.4,1.35,0.46,1.46,1.25,0.57,1.78,7.01,2.56,2.44,1.44,1.03,1.47,2.52,3.32,5.91,2.09,0.89,0.99,0.52,1.81,2.24,0.83,2.02,1.28,3.18,2.76,0.74,2.22,2.83,1.85,3.44,2.5,2.25,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,2.94,2.81,2.22,3.76,3.05,1.99,1.19,1.34,2.99,0.29,2.25,1.79,1.68,1.53,2.03,0.92,1.71,1.82,1.63,1.08,1.24,2.88,2.86,2.8,0.78,4.65,3.26,2.27,0.68,3.35,3,1.33,4.63,0.64,2.85,0.91,1.66,1.54,0.82,1.18,2.12,0.28,0.81,0.34,2.11,0,0.87,2.64,2.62,1.03,0.3,3.24,1.23,1.83,1.05,2.81,2.68,1.33,0.77,1.84,1.12,1.96,0.21,1.55,1.88,2.59,1.52,1.69,1.34,0.31,1.87,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,5.04,1.74,4.93,3.34,2.87,0.13,2.85,0.66,5.27,2.12,2.45,2.9,1.8,2.3,1.83,2.6,1.29,0.94,0.8,0.6,2.26,3.2,0.87,2.86,2.35,1.18,0.77,4.29,2.52,2.11,2.03,0.04,5.63,0.92,4.17,5.18,1.38,1.58,2.89,3.61,3.57,0.5,4.2,1.38,4.7,2.47,2.31,3.54,1.79,1.73,2.35,3.22,1.48,0.89,2.21,0.39,4.9,3.37,2.25,3.51,3.13,1.7,1.6,0.96,2.92,1.49,1.09,1.89,0.75,1.05,2.99,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,0.39,3.91,3.04,0.89,2,2.58,1.24,1.78,1.62,2.82,2.31,5.49,2.02,1.49,2.73,2.97,1.46,3.49,2.33,3.02,1.76,1.73,3.49,3.53,2.12,4.89,1.05,2.1,2.64,2.13,5.88,1.87,6.33,1.11,1.67,2.81,4.11,5.25,1.16,2.31,0.87,2.58,2.88,1.61,3.57,2.44,1.48,3.9,2.13,1.52,2.35,3.74,2.97,0.41,2.14,1.2,0.18,0.4,2.68,2.13,0.06,4.01,3.69,1.29,2.57,1.82,4.77,0.85,3.03,0.96,4.09,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,2.5,3.33,1.69,2.75,3.96,1.1,3.14,2.35,2.48,1.14,1.94,0.88,1.12,2.62,1.17,3.3,1.2,4.81,2.54,0.78,1.51,0.35,1.66,2.26,2.8,1.5,1.23,0.48,0.53,1.58,2.67,0.52,1.23,0.5,2.45,0.96,0.97,0.98,1.97,5.61,2.14,2.3,1.6,1.5,2.19,4.43,3.62,0.7,4.51,0.93,0.25,2.66,1.91,3.1,2.58,1.49,4.46,3.08,2.58,1.5,0.96,0.7,0.88,1.49,2.02,2.15,1.52,3.2,1.86,2.52,1.78,3.04,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,0.96,5.31,1.85,5.76,2.06,0.82,2.25,4.39,1.96,0.73,2.4,1.11,4.66,1.26,1.96,3.33,2.56,2.29,1.33,3.23,1.93,1.95,1.09,3.12,6.55,0.54,1.5,4.48,5.68,2.12,3.54,2.88,1.73,3.19,3.17,1.87,3.21,3.92,2.99,0.96,2.25,1.57,1.14,0.79,4.93,4.23,2.38,2.44,1.45,5.49,4.06,1.8,0.51,3.69,3.89,1.16,3.49,1.28,2.25,2.6,2.46,3.55,2.41,2.06,1.72,4.3,2.92,0.35,0.2,2.37,5.36,0.69,,,,,,,,,,,,,,,,,,,
