WHITSOME HILL CHERMSIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT863494,Long,-2.21975,Lat,55.737795,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR7381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,1,3.39,1.73,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,1.35,0.86,1.14,1.29,,,,,
February,,,1.1,3.01,2.83,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,0.35,2.19,0.21,1.01,,,,,
March,,,0.7,1.99,1.46,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,2.53,0.71,3.35,0.65,,,,,
April,,,1.7,1.04,1.03,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,1.84,1.85,3.25,2.47,,,,,
May,,,2.5,0.94,2.56,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,1.97,1.11,1.25,0.62,,,,,
June,,,2,1.93,1.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,1.24,0.99,2.46,2.45,,,,,
July,,,1.55,4.56,1.52,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,2.12,3.25,1.8,0.92,,,,,
August,,,1.87,3.54,2.77,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,0.82,1.56,1.41,2.44,,,,,
September,,,0.72,2.55,0.58,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,3.28,0.62,2.13,2.62,,,,,
October,,,1.36,6.48,0.73,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,4.56,2.68,3.7,3.84,,,,,
November,,,1.57,1.53,2.37,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,0.81,2.17,2.15,3.33,,,,,
December,,,2.76,1.64,2.15,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,1.1,1.37,3.16,1.75,,,,,
Total,,,18.83,32.6,21.65,24.71,,,,,,,,,,,,,,,,,,,,,,,,,,25.92,21.97,19.36,26.01,23.39,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station number from 1931 5088/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
