"FAIRFORD HATHERSOP RECTORY",,,,,,,,,,,,
Grid ref,SP156052,Long,-1.775450,Lat,51.745286,,,,,,,
Station no,RR1725,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.09,0.93,1.42,3.10,3.62,,,,,,,
February,5.25,1.03,1.13,1.54,4.39,,,,,,,
March,0.96,2.08,1.80,3.93,1.19,,,,,,,
April,0.92,2.82,1.66,2.13,1.02,,,,,,,
May,1.78,1.52,1.96,5.07,2.84,,,,,,,
June,2.24,2.14,2.45,4.91,0.93,,,,,,,
July,1.36,3.23,1.13,2.88,4.11,,,,,,,
August,3.71,2.14,3.97,3.27,2.63,,,,,,,
September,0.34,1.66,2.32,2.94,2.01,,,,,,,
October,2.88,1.69,1.90,6.46,0.63,,,,,,,
November,2.48,0.90,2.63,1.90,1.64,,,,,,,
December,4.89,4.32,2.35,1.24,1.93,,,,,,,
Total,29.90,24.46,24.72,39.37,26.94,,,,,,,
Calc annual,29.90,24.46,24.72,39.37,26.94,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
