LYME REGIS (HIGHCLIFF),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6711,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.43,2.88,4.58,1.93,4.60,4.20,4.32,3.32,6.12,1.73,,
February,0.51,0.29,2.77,6.83,1.04,4.36,2.22,3.24,3.11,1.87,,
March,3.30,1.87,2.57,1.47,1.40,0.24,0.57,3.81,2.95,0.39,,
April,4.10,1.05,3.48,2.54,2.78,2.39,2.80,2.33,1.61,0.85,,
May,1.50,1.99,0.70,1.18,4.84,3.55,1.34,0.79,1.69,2.47,,
June,2.50,0.53,0.92,0.42,2.37,0.00,3.37,2.57,1.91,2.11,,
July,5.00,0.36,4.65,0.82,3.70,3.10,4.79,3.25,1.32,,,
August,1.34,2.23,3.88,1.88,3.15,2.66,1.30,3.19,2.48,,,
September,1.73,0.80,1.86,3.40,5.53,3.33,1.02,5.70,1.49,,,
October,2.05,1.10,1.31,5.22,5.66,3.90,3.53,2.73,7.46,,,
November,1.21,2.54,1.96,1.42,3.27,2.92,7.90,3.71,3.45,,,
December,3.92,1.63,3.97,3.51,4.45,4.68,0.38,3.94,3.23,,,
Total,31.59,17.27,32.65,30.62,42.79,35.33,33.54,38.58,36.82,,,
Calc annual,31.59,17.27,32.65,30.62,42.79,35.33,33.54,38.58,36.82,9.42,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,NaN,NaN,
