CARSHALTON-SEWAGE-WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ289665,Long,-0.149,Lat,51.3831,Elevation,118,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,0.8,2.71,3.24,0.75,0.64,2.07,3.58,1.11,3.9,0.84,1.59,0.82,2.01,0.98,2.66,3.35,0.59,3.57,0.9,1.06,2.97,2.87,2.45,1.77,2.74,1.55,2.51,1.61,2.55,1.93,3.39,1.02,2.92,1.8,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.07,2.3,3.64,1.16,0.71,1.31,3.42,0.96,1.92,1.36,1.04,0.51,3.21,0.87,1.43,0.82,3.47,4.21,3.89,0.69,0.88,2.11,0.69,0.18,1.95,3.56,0.68,3.91,2.31,4.21,1.32,0.48,0.6,1.53,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.04,0.61,0.88,2.34,1.45,1.82,1.46,3.56,1.11,0.77,2.72,2.99,1.05,1.5,2.65,3.08,4.77,0.66,4,1.37,0.94,3.28,1.66,1.15,1.76,2.03,0.71,0.58,0.26,2.42,2.29,0.12,1.59,0.24,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.15,2.3,0.83,1.86,0.47,1.57,1.33,1.83,0.66,3.45,2.1,1.92,1.74,1.89,0.05,2.75,0.94,1.27,1.43,1.98,3.73,2.58,2.65,1.1,2.48,1.81,3.89,1.82,3.34,1.83,1.62,0.93,1.75,4.71,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,2.74,1.26,1.3,0.72,1.89,3.47,2.43,0.7,1.25,1.64,1.85,1.04,1.71,1,1.09,1.24,1.44,2.97,2.36,1.68,1.54,0.1,0.48,1.84,0.88,2.33,2.83,1.57,1.27,1.26,2.45,1.29,3.5,3.11,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,1.42,0.67,2.73,1.69,4.1,8.91,0.89,5.07,2.36,2.02,2.03,3.6,2.38,2.34,2.94,0.3,1.27,0.56,2.87,1.86,1.06,1.45,1.88,0.22,1.52,0.29,2.36,0.12,3.49,3.09,2.63,0.77,1.09,1.34,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,0.97,0.39,1.49,2.08,1.11,4.16,1.28,0.87,0.42,0.61,2.9,2.98,2.04,0.28,1.47,2.15,1.71,3.84,1.33,5.58,6.18,2.13,3.98,0.14,3.51,2.67,3.47,3.45,1.49,3.06,2.29,1.25,1.82,3.46,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,1.08,0.6,3.17,1.77,3.44,5.76,1.71,2.7,0.5,2.4,3.5,1.85,2.6,0.96,6.31,2.22,1.49,2.17,3.57,4.42,0.81,2.61,1.9,0.66,2.26,2.15,3.69,2.15,1.16,3.81,2.51,2.02,3.4,5.12,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,0.44,2.51,0.73,1.3,3.39,3.88,1.25,1.79,1.56,0.6,1.45,2.78,1.38,1.16,3.11,1.63,0.96,1.97,1.68,2.26,5.56,1.25,2.93,1.49,1.84,1.44,3.61,2.33,1.46,5.1,1.05,0.12,2.9,2.36,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,2.76,2.33,1.76,2.57,1.28,6.6,1.79,0.96,3.09,3.18,2.35,3.86,2.87,3.08,2.48,3.83,1.26,2.41,3.8,3.25,1.41,0.67,0.86,0.57,0.97,5.93,3.42,2.52,2.64,1.14,5.04,2.99,0.92,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,3.04,4.4,1.82,0.54,1.68,2.15,1.45,3.72,3.89,2.04,0.6,0.64,2.75,3.05,1.92,2.48,3.32,2.25,5.88,1.47,2.34,1.31,1.43,1.81,1.46,1.69,3.44,2.03,4.64,2.76,1.65,5.7,3.94,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,2.48,1.72,2.19,3.63,1.28,2.36,2.19,0.38,1.68,2.89,1.68,2.59,3.59,5.44,2.94,1.24,7.36,4.76,2.65,1.45,2.12,3.77,1.96,1.24,3.94,2.32,3.5,2.55,0.18,3.12,2.32,6.7,1.88,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,18.99,21.8,23.78,20.41,21.44,44.06,22.78,23.65,22.34,21.8,23.81,25.58,27.33,22.55,29.05,25.09,28.58,30.64,34.36,27.07,29.54,24.13,22.87,12.17,25.31,27.77,34.11,24.64,24.79,33.73,28.56,23.39,26.31,28.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 Apr IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932 Oct - Dec estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
