CHESHUNT-COLLEGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL350023,Long,-0.0477814,Lat,51.70321,Elevation,94,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,3.96,3.41,1.34,3.8,1.25,4.68,1.18,2.69,0.33,2,1.19,2.1,2.46,1.63,3.47,1.46,0.78,0.75,2.37,2.16,0.54,1.63,2.64,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,0.83,1.21,1.15,0.56,1.9,1.88,1.76,3.01,2.79,3.2,1.4,3.38,1.55,2.81,0.45,0.62,0.85,2.02,0.82,0,1.69,2.83,1.54,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,2.92,1.66,0.72,0.92,3.08,2.22,0.8,1.21,0.98,1.96,1.4,1.08,1.55,1.36,1.48,1.36,3.52,1.7,2.35,1.63,1.32,0.44,1.07,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,2.02,0.4,1.31,1.74,2.48,3.38,4,2.62,2.16,1.28,3.15,1.61,1.12,1.91,1.5,1.2,2.1,2.05,1,0.81,0.81,0.1,1.68,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,3.23,2.04,1.33,2.57,0.83,2.62,4.04,3.29,0.55,0.79,1.55,1.45,0.44,3.27,4.39,1.87,1.13,4.4,1.65,4.12,1.41,0.91,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,2.86,2.41,2.95,2.64,1.7,1.22,6.2,4.46,3.22,1.72,2.55,1.97,2.35,1.71,0.45,0.7,2.42,2.11,2.24,1.45,2.96,0.85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,2.28,0.72,5.18,0.57,2.6,1.1,4.47,5.57,2.37,1.9,2.53,2.76,0.39,2.2,0.36,4.16,3.23,4.61,1.94,1.94,2.9,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,2.72,1.75,2.3,3.69,4.55,6.35,4.38,0.9,4.46,2.5,1.1,0.92,2.5,0.78,1.33,4.72,2.98,2.73,2.92,2.76,2.35,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,1.64,2.65,2.49,2.4,3.71,1.06,0.85,2.72,3.33,1.1,1.78,2.79,1.71,3.81,1.5,3.19,1.02,2.88,0.99,1.41,2.57,0.66,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,4.64,2.22,3.58,4.38,1.19,1.55,2.12,1.19,5.57,3.46,4.19,1.91,1.16,4.16,2.37,1.45,1.26,3.36,1.46,5.07,3.69,3.34,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
