"WEST KILBRIDE (HUNTERSTON)",,,,,,,,,,,,
Grid ref,NS192517,Long,-4.880440,Lat,55.724879,,,,,,,
Station no,5215,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.50,5.10,2.33,4.41,2.60,2.50,5.00,,,,,
February,2.69,1.41,1.76,5.90,2.30,1.30,2.30,,,,,
March,3.48,3.89,1.05,3.01,2.00,2.60,4.70,,,,,
April,2.32,2.01,2.38,1.56,4.10,1.20,2.50,,,,,
May,2.34,1.92,2.79,2.90,4.00,2.30,2.50,,,,,
June,1.98,2.96,1.37,3.50,3.50,2.90,2.70,,,,,
July,3.51,2.96,3.90,4.00,1.40,5.20,5.00,,,,,
August,4.44,4.10,3.65,5.70,0.90,5.30,3.50,,,,,
September,3.89,3.38,5.71,5.60,5.00,5.00,2.50,,,,,
October,1.42,7.15,4.24,9.50,2.90,2.40,4.70,,,,,
November,6.83,2.80,6.93,6.00,2.20,0.70,2.70,,,,,
December,7.33,4.84,4.53,4.70,6.00,4.00,3.80,,,,,
Total,45.73,42.52,40.64,56.78,36.90,35.40,41.90,,,,,
Calc annual,45.73,42.52,40.64,56.78,36.90,35.40,41.90,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
