ST ALBANS BONE HILL,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6498,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.07,,,,,,,,,,,
February,3.83,,,,,,,,,,,
March,1.20,,,,,,,,,,,
April,1.69,,,,,,,,,,,
May,2.40,,,,,,,,,,,
June,3.67,,,,,,,,,,,
July,2.18,,,,,,,,,,,
August,2.53,,,,,,,,,,,
September,0.69,,,,,,,,,,,
October,3.06,,,,,,,,,,,
November,3.54,,,,,,,,,,,
December,4.85,,,,,,,,,,,
Total,31.71,,,,,,,,,,,
Calc annual,31.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
