STIRLING ( TOUCH RESERVOIR )  NO 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS730913,Long,-4.043138,Lat,56.097549,Elevation,759,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,,,,,,,,,,,,,,2.4,6.9,1.1,2.3,1.9,2.93,7.82,,,,,,,,,,,,,,,,3.47,8.51,2.16,5.72,4.66,7.58,9.18,6.01,6.07,6.06,7.3,8.14,7.15,14.03,2,7.33,4.65,8.02,6.37,8.63,1.97,6.27,5.61,8.62,4.83,1.75,1.76,6.27,6.97,6.69,3.98,6.95,6.63,7.76,5.3,3.84,6.09,4.49,1.8,4.94,3.03,3.16,7.49,5.08,1.9,
February,,,,,,,,,,,,,,,,,,,,,,,,5.9,11.05,0.25,2,3.97,2.98,3.31,,,,,,,,,,,,,,,,8.34,5.43,1.02,7.09,1.31,9.05,1.12,4.68,5.69,0.98,6.81,6.68,3.64,7.17,2.05,0.6,4.31,0.08,3.16,0.56,4.85,2.37,5.18,2.53,6.62,1.86,4.98,1.91,5.1,2.35,7.88,3.9,1.72,6.25,4.98,6.05,3.65,1.05,1.56,4.88,2.52,1.75,5.27,3.12,1.91,
March,,,,,,,,,,,,,,,,,,,,,,,,1.3,5.15,3.25,4.7,5.16,1.11,3.11,,,,,,,,,,,,,,,,2.8,2.52,2.95,1.83,4.06,5.51,8.33,3.64,2.43,1.46,2.15,4,3.97,5.22,0.6,3.5,1.29,2.55,3.35,3.79,1.99,3.56,2.43,3.52,4.06,4.55,2.75,3.68,2.85,0.54,4.13,2.97,4.34,4.29,1.89,3.74,3.44,4.22,2.68,4.64,2.37,2.82,4.95,1.83,3.05,
April,,,,,,,,,,,,,,,,,,,,,,,,0.7,2.65,3.3,1.83,3.03,3.36,4.22,,,,,,,,,,,,,,,,3.61,3.5,1.52,1.27,1.37,2.52,1.47,3.31,4.67,3.36,5.53,2.79,2.92,2.48,1.17,1.45,2.91,5.86,1.86,5.37,4.65,1.66,2.78,0.72,2.94,4.08,2.07,4.26,3.48,3.86,2.59,1,8.44,3.76,4.65,4.21,3.78,2.56,2.46,2.22,1.95,1.12,1.83,1.47,4.43,
May,,,,,,,,,,,,,,,,,,,,,,,,2.35,3.6,1.25,0.7,2.4,2.39,4.75,,,,,,,,,,,,,,,,2.09,5.89,3.95,2.73,1.3,5.6,3.52,3.81,1.81,6.77,7.52,3.87,2.81,1.86,3.49,2.12,5.24,4.26,3.54,2.57,0.43,1.29,2.76,4.28,1.71,1.32,3.1,3.93,4.55,3.32,5.67,2.27,4.63,2.54,2.84,2.3,2.02,2.41,3.43,5.39,3.87,2.31,3.49,3.86,1.38,
June,,,,,,,,,,,,,,,,,,,,,,,,2.45,1.6,2.75,5.64,6.07,2.1,2.27,,,,,,,,,,,,,,,0.87,1.99,3.34,3.38,0.99,2.91,2.23,0.71,1.82,1.55,2.36,0.61,3.43,5.19,6.2,2.41,2.69,6.48,2.25,1.54,2.74,7.4,2.12,2.85,5.69,2.89,1.23,0.89,1.96,4.02,3.52,4.98,3.91,4.45,5.54,1.21,2.21,2.76,3.63,3.13,3.11,1.82,4.65,2.22,4.24,2.73,
July,,,,,,,,,,,,,,,,,,,,,,,,2.85,2.85,6,5.11,1.71,1.22,3.41,,,,,,,,,,,,,,,3.49,3.3,4.76,1.68,3.21,1.13,4.71,4.84,4.41,3.92,5.42,1.43,3.82,3.92,3.53,3.72,4.88,5.67,3.43,3.88,3.21,1.2,6.94,3.64,5.25,5.87,6.11,3.49,2.55,2.92,4.31,3.36,4.39,4.2,5.3,3.09,6.18,3.72,2.71,6.89,2.35,1.18,6.24,5.37,8.78,5.65,
August,,,,,,,,,,,,,,,,,,,,,,,,4.25,4.8,8.5,2.54,6.14,4.87,1.5,,,,,,,,,,,,,,,4.27,3.75,4.5,6.47,3.59,3.28,7.23,7.38,2.95,7.93,3.38,5.84,4.16,8.66,5.97,6.33,7.14,2.52,1.84,2.51,5.37,2.83,2.79,3.66,3.04,2.73,1.58,4.67,6.91,8.32,3.83,3.06,4.13,0.07,11.2,6.14,6.15,7.8,7.34,3.44,5.14,1.09,7.28,4.67,5.87,1.48,
September,,,,,,,,,,,,,,,,,,,,,,,,2.15,0.35,1.55,5.9,3.29,4.73,3.8,,,,,,,,,,,,,,,2.66,2.66,1.06,2.65,7.01,3.38,2.44,2.86,2.87,7.71,6.89,4.38,4.56,7.02,4.54,1.38,5.31,2.11,3.95,1.46,5.6,7.67,4.76,3.31,4.34,2.43,2.93,1.98,7.02,3.49,5.33,6.02,7.62,5.31,7.58,2.16,11.01,4.34,2.74,5.87,6.89,3.32,6.98,2.74,4.84,1.01,
October,,,,,,,,,,,,,,,,,,,,,,,,4.5,3.65,3.55,3.84,3.4,4.25,3.22,,,,,,,,,,,,,,,1.89,5.36,9.16,7.38,6.99,0.96,2.52,5.16,2.64,7.29,4.22,4.62,5.94,7.9,8.13,5.62,6.66,4.11,6.39,4.15,8.2,10.82,4.87,4.7,9.35,3.08,6.85,5.4,4.62,9.02,5.23,7.87,1.01,2.73,6.01,6.11,4.47,1.34,5.24,3.17,9.94,3.54,4.61,4.95,5.19,4.39,
