MEPPERSHALL-HIGH-STREET (SHEFFORD UPPER STONDON STONDON MANOR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL152354,Long,-0.323148,Lat,52.005092,Elevation,241,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,1.92,0.97,2.86,1.09,1.47,0.92,1.44,0.95,3.31,2.33,0.93,2.79,1.04,1.38,1.92,3.77,2.19,1.67,2.26,0.93,2.16,1.36,2.16,2.42,2.52,1.01,2.36,0.97,1.23,1.11,1.19,,,,,,
February,,,,,2.33,0.73,1.55,0.93,0.98,0.38,2.24,1.15,1.53,0.75,1.65,2.43,3.7,0.78,0.69,2.03,0.5,0.25,1.34,2.73,0.84,2.59,2.65,2.89,1.11,0.59,0.5,1.7,0.05,1.23,0.55,,,,,,
March,,,,,1.14,2.23,1.7,0.88,2.67,3.07,0.86,1.75,2.42,2.28,3.48,1.48,4.2,1.24,0.8,2.73,1.18,0.82,1.55,2.33,0.77,1.32,0.21,2.16,1.25,0,1.48,0.06,1.71,1.81,1.4,,,,,,
April,,,,,0.92,1.54,0.6,2.16,2.95,2.6,2.49,0.85,0.12,2.3,0.67,0.85,1.32,1.24,3.45,2.88,3.27,1.04,2.77,1.48,2.61,1.78,3.25,1.61,1,1.55,1.68,3.03,2,0.9,1.65,,,,,,
May,,,,,1.45,1.76,1.06,3.32,1.52,1.54,3.43,1.18,1.58,1.31,1.33,1.84,1.34,2.07,2.62,0.47,1.52,0.95,1.45,1.23,7.2,1.89,1.72,0.72,1.17,2.31,2.54,2.75,3.88,1.8,0.55,,,,,,
June,,,,,0.62,3.14,3.86,1.78,0.96,4.42,1.3,2.51,3.16,0.42,1.92,0.49,2.74,4.69,0.5,1.29,1.58,0.34,0.99,0.52,2.48,0.09,3.35,2.72,1.83,0.97,0.25,2.11,0.55,1.51,0.75,,,,,,
July,,,,,2.98,1.26,0.83,1.63,2.91,2.96,1.75,0.31,3.05,1.18,1.89,3.69,1.18,4.22,2.65,2.98,3.4,0.23,4.02,3.58,3.47,2.43,2.54,2.56,2.47,1.29,2.18,4.7,2.21,1.23,2.4,,,,,,
August,,,,,1.9,4,0.8,1.98,2.93,1.81,1.98,1.59,6.42,0.9,1.15,1.85,2.54,4.82,0.69,1.8,0.97,0.94,1.97,3.26,3.05,2.73,0.86,3.08,3.77,0.58,1.98,4.28,3.74,0.93,1.92,,,,,,
September,,,,,1.16,1.6,0.94,0.72,1.42,2.08,0.74,1.08,1.79,1.92,0.8,1.28,1.12,2.07,5.2,1.23,2.37,1.22,2.51,1.93,2.69,2.53,2,4.33,0.81,0.1,3.21,2.15,1.84,1.91,1.62,,,,,,
October,,,,,1.01,1.2,3.52,3.36,1.7,3.51,2.09,1.51,2.14,2.72,2.36,1.11,2.58,3.64,1.25,0.7,1.05,0.65,0.6,3.91,3.6,3.51,2.46,1.25,3.44,3.1,1.01,0.61,3.69,1.51,1.53,,,,,,
November,,,,,1.3,2.1,3.77,1.82,0.64,0.8,3.3,2.63,1.83,1.61,2.72,2.05,2.62,1.21,2.03,1.17,1.24,1.76,0.78,0.87,2.32,1.58,3.47,2.29,1.59,4.95,3.34,2.94,1.42,1.32,1.88,,,,,,
December,,,,,1.34,0.82,2.1,2.9,1.81,2.69,4.07,4.05,2.33,0.86,6.03,3.72,2.52,0.44,1.66,3.82,1.48,1.48,1.61,2.18,2.42,1.52,0.12,3.28,2.29,3.57,2.32,0.75,0.36,0.36,3.14,,,,,,
Total,,,,,18.07,21.35,23.59,22.57,21.96,26.78,25.69,19.56,29.68,18.58,24.93,23.58,26.9,27.8,23.46,24.87,20.75,11.35,21.85,24.95,33.61,23.33,24.79,29.31,23.25,20.02,22.85,26.05,22.68,15.62,18.58,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907 Feb IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935 Jan Oct Nov estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
