"WEST KILBRIDE (CROSBIE RES)",,,,,,,,,,,,
Grid ref,NS219504,Long,-4.836661,Lat,55.714212,,,,,,,
Station no,5214/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.95,3.90,2.80,5.50,2.60,2.55,4.95,3.85,1.50,,,
February,2.20,1.35,1.90,4.55,2.27,1.35,2.30,2.35,1.65,,,
March,3.05,3.55,0.95,2.85,2.00,2.60,4.75,0.90,2.75,,,
April,2.05,2.00,2.00,1.55,4.15,1.15,2.45,1.70,2.95,,,
May,2.30,1.70,2.70,2.85,4.00,2.30,2.45,3.25,1.43,,,
June,1.90,3.15,1.45,3.50,3.50,2.85,2.70,2.50,3.50,,,
July,3.35,2.70,3.85,4.10,1.40,5.15,4.85,4.95,5.25,,,
August,4.25,4.27,3.45,5.70,0.85,5.25,3.30,4.92,-999.00,,,
September,3.40,2.95,5.70,5.55,5.00,4.95,2.50,3.85,-999.00,,,
October,1.30,5.95,3.50,9.30,2.90,2.40,4.70,3.55,,,,
November,5.65,2.70,6.35,6.00,2.15,1.70,2.70,2.00,,,,
December,6.55,5.00,4.75,4.65,6.00,3.95,3.75,5.93,-999.00,,,
Total,39.95,39.22,39.40,56.10,36.82,36.20,41.40,39.75,-999.00,,,
Calc annual,39.95,39.22,39.40,56.10,36.82,36.20,41.40,39.75,19.03,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-1018.03,NaN,,
