"NORTHWICH, SANDIWAY WATERWORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2775,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,1.59,2.25,3.40,5.33,1.84,4.44,
February,,,,,,4.73,2.90,1.31,2.59,1.11,0.43,
March,,,,,,0.81,1.05,3.12,1.83,0.75,3.04,
April,,,,,,1.61,0.91,3.07,1.29,0.84,2.43,
May,,,,,,4.64,4.36,1.33,1.14,1.79,1.79,
June,,,,,,0.08,2.26,4.87,5.38,1.56,0.99,
July,,,,,,2.26,3.89,3.13,2.09,2.11,5.51,
August,,,,,,4.99,3.28,4.40,2.87,4.38,3.37,
September,,,,,,4.36,4.92,5.98,1.55,1.93,3.57,
October,,,,,,4.40,2.77,2.85,3.47,5.09,4.61,
November,,,,,,2.43,5.03,3.21,4.59,5.59,3.84,
December,,,,,,2.17,0.68,1.39,2.09,5.30,3.53,
Total,,,,,,34.07,34.30,38.06,34.22,32.29,37.55,
Calc annual,0.00,0.00,0.00,0.00,0.00,34.07,34.30,38.06,34.22,32.29,37.55,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,
