PLYMOUTH DRAKES RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX481551,Long,-4.137618,Lat,50.376132,Elevation,140,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,
January,2.65,4.34,7.81,7.46,5.81,,,,,,,,,7.43,,,,,,,,,2.18,3.07,3.82,5.71,1.34,3.06,1.26,6.29,5.67,2.74,1.82,5.16,5.82,2.27,7.07,1.47,1.97,2.02,4.19,1.52,4.02,7.91,1.41,4.29,2.02,1.86,4.33,6.23,7.49,4.66,5.17,2.65,6.23,5.51,5.94,5.1,7.83,3.32,6.44,3.45,4.72,2.33,3.51,0.77,5.5,4.59,5.05,5.5,2.49,4.96,5.01,6.12,3.58,3.02,3.91,4.31,7.57,1.09,1.4,4.69,3.94,1.1,1.64,5.65,4.61,3.45,4.93,4.95,5.1,,,,,,,,,
February,3.86,2.9,7.2,2.96,3.4,,,,,,,,,3.08,,,,,,,,,3.22,4.88,2.63,0.06,0.8,3.91,1.37,4.66,5.94,1.33,1.74,2.28,6.78,1.17,5.21,2.33,3.01,0.56,5.64,3.02,4.5,1.42,5.78,7.24,6.03,1.65,2.76,6.35,0.9,0.36,4.23,7.95,2.09,5.17,3.28,3.16,3.76,2.84,2.45,3.57,0.03,3.7,0.13,3.29,4.26,7.67,1.21,1.88,4.84,5.18,0.25,1.37,1.01,3.95,3.39,2.6,1.94,1.7,6.69,4.05,0.71,1.83,4.75,3.53,0.36,5.82,4.16,0.21,4.18,,,,,,,,,
March,2.67,2,2.73,5.37,1.81,,,,,,,,,5.66,,,,,,,,,1.37,0.13,2.05,2.89,4.03,5.03,1.58,0.88,2.02,2.81,2.35,5.19,2.33,5.7,1.47,1.13,4.26,5.51,0.77,3.48,5.96,4.42,7.12,1.19,3.13,3.94,2.26,5.56,4.46,2.26,3.26,2.58,1.97,0.37,0.7,4.07,5.07,0.72,2.65,2.05,2.08,3.75,3.96,0.92,3.28,4.86,0.29,0.85,3.52,2.73,4.11,1.14,0.21,1.48,2.84,7.96,1.77,1.44,2.81,4.64,4.45,0.63,3.59,1.55,1.63,4.65,2,4.93,2.62,,,,,,,,,
April,0.16,6.09,2.36,0.55,2.3,,,,,,,,,0.59,,,,,,,,,1.4,0.62,3.03,2.2,0.27,5.02,1.89,3.41,2.01,3.88,1.86,1.5,1.54,2.76,1.13,4.96,3.22,1.8,2.17,2.16,0.2,4.36,2.14,1.3,1,1.31,1.67,3.06,3.76,0.93,3.38,3.77,4.09,2.93,2.5,2.59,1.51,0.81,3.25,2.91,3.31,2.76,2.95,4.2,1.41,3.12,0.14,2.24,2.54,0.66,1.36,0.99,2.65,1.03,2.24,2.67,1.96,1.89,2.11,2.15,3.55,2.8,0.39,1.64,1.04,0.17,0.78,3.61,2.74,,,,,,,,,
May,1.71,0.14,1.32,2.08,0.69,,,,,,,,,1.92,,,,,,,,,1.26,1.65,2.6,1.16,0.02,1.73,3.23,2.39,1.69,1.35,1.69,1.97,3.63,0.86,3.94,3.4,2.07,0.94,3.23,1.27,1.55,3.29,1.8,2.78,1.57,2.88,0.81,1.7,1.64,2.75,1.77,2.29,5.13,4.46,1.38,0.47,1.48,3.21,1.87,4.17,4.5,1.79,2.13,1.16,0.51,2.88,2.82,1.02,1.69,2.2,4.24,3.78,0.48,3.46,4.86,2.52,1.98,3.15,1.81,2.85,2.21,3.8,2.82,3.35,0.99,1.93,3.59,0.83,2.33,,,,,,,,,
June,0.34,2.13,3.53,1.94,1.57,,,,,,,,,1.89,,,,,,,,,1.44,0.87,2.54,2.11,1.71,1.93,2.35,1.61,3.72,1.52,3.21,3.61,1.15,2.47,1.96,2.7,0.49,3.12,1.87,1.92,5.14,0.85,1.25,1.95,2.44,2.88,1.23,1.01,2.17,0.04,1.22,0.35,2.03,0,3.58,3.01,2.31,2.62,0.54,4.29,3.36,1.96,1.42,3.03,0.95,1.39,1.12,3.11,0.76,3.27,0.17,1.51,2.95,4.72,3.21,3.78,1.79,0.53,0.71,1.01,1.17,2.37,3.21,2.66,2.65,1.77,3.45,1.46,1.1,,,,,,,,,
July,1.8,6.49,2.82,3.4,2.15,,,,,,,,,3.52,,,,,,,,,1.43,5.57,4.12,4.09,1.55,0.99,0.26,1.4,1.14,3.94,1.86,4.01,5.92,0.75,1.7,1.56,2,3.54,4.14,1.37,2.3,0.33,5.75,4.09,1.09,2.32,3.26,1.1,4.62,0.97,3.95,0.75,5.77,3.23,0.57,3.49,1.87,1.84,2.12,4.91,2.35,2.24,0.31,0.35,4.83,2,3.37,5.12,2.49,0.85,1.19,2.78,4.82,2.5,1.71,2.31,1.53,2.82,4.55,1.1,0.9,3.7,3.45,2.01,4.01,0.4,3.07,1.49,4.18,,,,,,,,,
August,0.5,2.42,1.59,4.24,2.74,,,,,,,,,4.17,,,,,,,,,4.92,2.09,2.96,3.47,1.85,5.03,2.94,1.19,2.79,2.16,2.01,3.92,3.53,4.44,2.47,2.27,5.06,1.77,5.53,2.41,8.81,1.37,2.38,1.58,4.28,4.32,2.15,3.46,1.15,3.03,4.35,2.54,3.79,4.91,1.64,3.57,2,3.64,3.85,3.88,1.79,1.28,3.69,2.62,0.36,0.87,4.55,3.44,0.07,5.42,2.64,2.98,3.14,2.5,4.23,1.03,3.49,1.27,5.01,5.22,6.88,2.07,3.16,0.35,3.53,3.36,5.45,3.17,4.39,,,,,,,,,
September,1.74,5.85,3.49,2.12,7.42,,,,,,,,,2.36,,,,,,,,,2.39,2.62,2.44,0.41,4.94,2.71,1.24,1.92,1.59,4.06,2.13,4.46,3.36,1.62,0.98,2.05,3.09,0.81,0.35,2.32,1.97,2.44,2.8,1.06,1.65,2.59,8.32,2.07,1.97,0.97,3.03,3.35,4.37,4.33,0.37,6.32,2.04,0.4,4.93,1.5,5.25,1.6,2.83,3.18,2.91,2.24,1.7,0.52,2.16,0.45,3.4,3.76,1.95,1.8,5.53,2.32,1.76,3.69,6.16,4.91,3.24,2.72,4.11,1.86,7.89,3.93,5.37,,5.62,,,,,,,,,
October,4.06,2.85,6.69,2.63,7.37,,,,,,,,,1.41,,,,,,,,,4.22,3.28,4.76,3.94,3.05,1.13,5.3,3.24,2.29,2.32,2.88,8.26,2.44,1.68,4.26,6.12,1.92,7.08,5.68,3.66,4.65,3.74,2.86,5.86,7.3,5.46,3,1.75,4.05,1.12,2.08,6.44,8.51,4.13,2.8,2.67,6.32,6.15,4.2,0.84,7.85,3.39,2.49,4.46,0.88,3.58,3.99,5.24,3.13,1.7,3.16,4.28,4.74,4.62,2.78,1.57,4.97,7.83,1.89,1.17,5.4,3.81,4.21,2.64,1.95,2.91,3.38,4.68,7.84,,,,,,,,,
November,2.13,1.59,5.94,3.48,4.42,,,,,,,,,3.15,,,,,,,,,2.75,1.76,7.97,6.61,1.26,1.78,3.59,3.07,4.41,0.61,5.82,1.98,1.99,6.05,3.33,4.17,1.2,1.2,5.36,5.05,2.59,4.77,4.2,3.54,6.88,1.68,3.36,3.65,2.07,4.55,2.75,2.68,4.85,3.42,8.29,4.58,4.3,13.24,7.44,7.22,3.11,1.57,1.14,6.37,2.66,2.57,6.93,6.4,7.59,1.82,0.84,2.52,8.29,0.91,6.54,2.83,2.44,5.36,6.97,5.98,4.06,2.78,8.04,3.7,1.46,2.82,3.41,7.74,6.31,,,,,,,,,
December,3.08,4.19,7.68,1.2,5.47,,,,,,,,,1.32,,,,,,,,,1.99,4.53,3.55,6.21,8.65,7,4.73,3.99,6.45,7.12,3.51,5.74,4.25,1.71,3.38,5.12,5.13,6.74,7.53,9.47,6.37,2.89,10.25,10.74,4.8,1.64,6.61,7.03,5.96,1.97,7.16,4.99,5.8,5.82,0.58,4.75,4.34,8.64,5.28,2.3,3.51,2.37,10.33,5.08,3.55,4.32,3.45,2.35,5.1,3.25,5,3.76,3.49,6.32,5.05,3.29,5.85,1.9,4.53,3.8,3.68,0.8,3.56,6,5.89,2.68,4.93,9.12,4.67,,,,,,,,,
Total,24.7,40.99,53.16,37.43,45.15,,,,,,,,,36.5,,,,,,,36.99,,28.57,31.07,42.47,38.86,29.47,39.32,29.74,34.05,39.72,33.84,30.88,48.08,42.74,31.48,36.9,37.28,33.42,35.09,46.46,37.65,48.06,37.79,47.74,45.62,42.19,32.53,39.76,42.97,40.24,23.61,42.35,40.34,54.63,44.28,31.63,43.78,42.83,47.43,45.02,41.09,41.86,28.74,34.89,35.43,31.1,40.09,34.62,37.67,36.38,32.49,31.37,34.99,37.31,36.31,46.29,37.19,37.05,32.67,44.64,41.57,40.19,28.41,42.93,34.94,36.01,33.89,44.52,42.19,51.08,,,,,,,,,
