SWINESHAW MOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE020008,Long,-1.971316,Lat,53.503889,Elevation,1340,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,6.13,4.74,0.98,3,3.62,4.75,7.98,3.8,4.74,4.25,3.8,4.5,6.5,10.95,2.25,5.8,6.65,6.12,3.06,3.2,3.48,4.47,4.78,5.41,6.5,2.49,3.67,4.72,5.44,7.28,5.44,5.7,3.73,10.24,2.79,3.73,5.06,5.65,2.7,5.02,4.06,6.54,4.04,4.55,4.27,6.61
February,,,,,,3.48,4.97,1.68,6.68,1.27,4.76,0.58,6.23,5.1,1.34,6.9,4.5,1.71,5.85,1.01,0.92,6,0.32,5.5,0.22,5.62,3.93,7.23,2.13,5.1,3.6,6.35,2.52,3.04,3.89,5.18,7.13,1.7,3.01,2.44,5.07,3.18,1.86,3.01,3.46,2.12,1.84,3.34,6.78,0.67,3.64
March,,,,,,1.88,1.81,1.76,1.86,4.99,2.85,3.76,2.15,2.25,1.65,1.88,1.91,5,2.04,1.1,2.53,0.56,2.81,3.61,3.12,2.95,3.35,4.04,1.89,2.94,4.08,5.83,3.13,1.97,0.93,1.61,1.67,6.2,1.38,2.02,2.3,5.51,3.07,3.05,3,2.49,1.65,4.51,3.32,2.21,1.12
April,,,,,,1.63,3.34,1.84,1.69,2.98,6.32,2.1,3.5,3.6,2.18,2.65,2.96,4,1.4,2.28,4.8,4.78,4.4,2.28,2.75,3.38,1.71,4.08,0.63,2.76,3.37,3.27,2.03,2.8,3.34,2.76,2.21,3.18,1.68,4.48,3.97,2.7,4.17,3,1.02,2.62,3.24,1.03,1.61,3.74,2.46
May,,,,,,2.03,4.51,3.38,3.55,1.07,7.7,2.62,2.3,4.25,6.05,5.06,5.08,1.65,1.57,3.79,2.57,3.37,5.48,1.83,3.14,0.83,1.19,2.66,4.34,2.75,1.11,2.71,3.7,2.41,4.81,3.64,1.55,3.71,1.79,2.91,1.57,1.94,2.38,2.57,4.34,4.07,1.6,1.37,3.78,1.14,2.16
June,,,,,,2.4,5.21,2.18,2.28,2.81,5.1,0.55,4.2,1.62,4.2,0.06,5.1,5.59,7.7,2.02,4.38,8.08,0.5,3.4,2.44,4.66,3.74,2.39,5.27,3.84,0.92,2.32,1.26,4.82,3.63,5.98,3.56,2.76,5.56,1.21,3.26,1.65,3.69,4.34,4.24,3.4,3.83,2.43,5.65,2.91,2
July,,,,,,6.49,3.18,2.91,5.66,2.9,9.35,2.14,6.6,5.05,5.59,2.78,2.9,4.3,2.62,3.4,7.78,5.5,6.86,4.5,4.78,2.67,5.54,3.87,5.61,8.3,5.05,2.09,5.98,2.86,4.61,2.06,7.61,3.37,2.58,2.33,4.35,4.32,3.81,8.93,7.96,1.49,7.19,6.57,5.83,4.06,7.97
August,,,,,,5.56,2.87,7.39,4.58,4.4,4.55,6.1,6.74,6,8.06,4.2,6.55,7.56,6.9,7.68,7.26,8.4,1.33,1.55,4.05,2.07,3.99,1.74,4.49,2.86,3.16,6.75,5.16,7.63,3.79,3.48,4.75,0.62,5.45,3.59,5.27,7.83,3.62,5.73,8.06,0.8,13.56,6.49,4.98,0.52,6.34
September,,,,,,0.63,3.88,3.3,12.2,2.8,2.9,1.41,5.55,4.5,4.49,5.23,4.1,7.7,0.97,2.16,5.2,5.05,3.55,1.75,3.9,6.49,8.06,2.17,2.22,1.58,5.19,0.86,3.24,5.01,6.66,3.28,6.32,2.65,3.12,1.41,7.82,3.2,4.83,3.41,6.03,2.68,4.04,8.67,5.13,0.24,3.88
October,,,,,,2.2,6.51,6.98,4.13,3.3,1.27,3.2,1.15,5.2,7.15,6.35,4.24,4.5,5.1,6.22,6.02,2.94,8.45,5,6.5,10.1,5.69,2.05,9.44,3.13,4.21,6.42,7.89,3.37,4.12,6.32,0.74,0.98,3.41,3.65,2.71,1.12,4.88,2.41,9.05,3.02,3.72,6.24,4.49,3.89,5.11
November,,,,,,1.98,3.58,5.62,2.15,3.3,2.35,2.9,3.4,5.5,2.7,3.75,5.1,4.95,7.57,9.66,6.25,6.82,3.56,2.9,2.77,5.84,5.91,2.23,5.49,7.9,8.45,3.38,1.13,4.01,7.58,0.74,7.53,6.36,3.29,6.4,7.05,8.62,3.92,4.41,6.04,2.17,2.36,2.97,1.7,5.47,6.03
December,,,,,,7.31,3.43,2.1,9.24,7.3,4.05,6.56,3.5,6,5.45,4.13,2.5,1.3,3.25,7.38,2.8,2.18,2.27,0.87,5.78,3.88,5.26,4.54,5.1,5.04,6.1,3.39,4.14,2.43,4.36,2.83,4.43,5.26,3.32,7.48,3.74,7.14,4.29,2.12,8.13,6.62,5.79,5.85,3.89,6.19,4.48
Total,,,,,,41.72,48.03,40.12,57.02,40.74,55.95,39.9,49.12,53.81,53.11,46.79,49.44,54.76,55.92,48.95,56.31,60.33,45.65,36.25,42.65,51.97,52.84,41.78,52.02,52.7,47.73,47.04,44.9,45.79,55,43.32,53.2,40.52,44.83,40.71,50.84,52.27,46.17,45.68,66.35,35.54,55.36,53.51,51.71,35.31,51.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947 Feb and Mar adjusted for snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
