WOKINGHAM (READING ROAD),,,,,,,,,,,,
Grid ref,SU794697,Long,-0.859503,Lat,51.420762,,,,,,,
Station no,778/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.75,1.84,0.95,1.25,2.74,3.35,1.58,2.89,2.74,2.45,,
February,5.28,0.74,1.45,2.25,1.34,0.28,2.84,2.59,0.17,2.04,,
March,3.98,2.47,0.35,2.29,0.99,0.52,1.19,1.52,2.66,1.30,,
April,2.75,1.61,2.82,0.26,0.33,1.53,0.31,1.16,1.97,0.56,,
May,2.38,3.98,1.61,2.49,4.09,0.20,1.01,1.78,0.34,2.20,,
June,0.97,1.36,1.34,4.43,2.33,2.10,1.55,3.79,0.76,1.33,,
July,1.26,0.34,3.42,3.03,0.22,2.66,5.15,1.63,2.80,2.96,,
August,4.22,1.85,1.68,3.00,0.60,3.86,1.79,3.62,1.30,3.46,,
September,3.31,2.53,2.20,2.03,1.93,2.96,2.74,3.11,0.18,3.17,,
October,0.52,3.23,2.83,2.11,3.42,1.99,2.13,2.90,2.76,7.74,,
November,5.69,3.02,1.04,4.44,1.63,0.49,2.21,2.39,2.23,3.46,,
December,1.81,2.53,0.66,2.43,2.42,3.69,2.45,2.64,3.71,3.09,,
Total,34.92,25.50,20.35,30.01,22.04,23.63,24.95,30.02,21.62,33.76,,
Calc annual,34.92,25.50,20.35,30.01,22.04,23.63,24.95,30.02,21.62,33.76,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
