"BLACKPOOL MET OBSERVATORY",,,,,,,,,,,,
Grid ref,SD323360,Long,-3.029742,Lat,53.815854,,,,,,,
Station no,3054,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,3.70,1.55,4.31,1.36,2.14,1.82,,
February,,,,,3.77,1.35,3.38,1.50,1.93,0.94,,
March,,,,,2.25,2.67,2.59,2.60,2.36,2.70,,
April,,,,,2.22,2.57,1.08,1.67,2.87,2.86,,
May,,,,,1.94,0.58,3.90,2.81,2.85,2.13,,
June,,,,,1.22,2.04,1.35,5.48,2.30,2.14,,
July,,,,,1.31,1.56,1.92,2.56,4.50,4.81,,
August,,,,,2.87,3.82,2.98,3.61,3.52,2.97,,
September,,,,,3.64,2.78,0.94,0.83,3.94,3.00,,
October,,,,,2.41,2.76,5.25,4.11,2.54,4.92,,
November,,,,,2.85,4.45,2.22,3.21,3.05,1.23,,
December,,,,,2.68,0.83,2.84,3.61,2.48,5.94,,
Total,,,,,30.86,26.96,32.76,33.35,34.48,35.46,,
Calc annual,0.00,0.00,0.00,0.00,30.86,26.96,32.76,33.35,34.48,35.46,,
Difference,NaN,NaN,NaN,NaN,-0.00,0.00,-0.00,0.00,0.00,0.00,,
