"BLACKPOOL (STANLEY PARK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3054,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,3.46,4.34,2.22,3.19,1.80,3.61,2.38,3.77,3.87,2.60,,
February,2.98,0.05,3.00,0.05,3.54,2.21,5.02,1.13,2.28,1.86,,
March,0.39,2.18,2.29,1.96,0.98,1.86,1.36,1.37,2.16,2.70,,
April,2.14,2.76,1.61,2.13,2.25,0.95,3.07,0.24,2.51,1.93,,
May,1.55,4.70,2.02,3.48,1.25,0.75,1.80,2.79,0.76,1.95,,
June,7.37,1.29,1.48,2.44,3.50,4.15,2.25,4.06,3.01,0.51,,
July,3.08,4.09,1.95,3.07,0.65,2.43,1.97,3.61,5.01,3.32,,
August,3.66,1.43,3.17,4.13,2.04,2.15,2.02,3.90,2.25,1.25,,
September,2.51,4.46,0.66,5.00,6.16,4.35,2.02,1.53,1.44,2.85,,
October,2.51,5.30,4.86,4.95,5.72,2.19,2.78,7.19,1.68,4.15,,
November,6.83,2.51,2.04,1.98,4.38,4.01,1.52,5.04,4.36,5.32,,
December,2.69,2.05,0.85,5.12,2.71,4.97,2.43,3.69,2.46,3.26,,
Total,39.17,35.16,26.15,37.50,34.98,33.63,28.62,38.32,31.79,31.70,,
Calc annual,39.17,35.16,26.15,37.50,34.98,33.63,28.62,38.32,31.79,31.70,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
