"CHESTERFIELD (CROWHOLE RES.)",,,,,,,,,,,,
Grid ref,SK321748,Long,-1.520156,Lat,53.269225,,,,,,,
Station no,2718/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.71,3.14,0.90,2.96,2.52,5.26,1.80,2.89,2.72,4.81,,
February,3.83,0.75,1.99,2.84,2.02,1.05,3.02,4.09,0.04,2.79,,
March,4.32,1.94,1.64,2.59,2.87,1.06,2.29,2.64,1.97,2.34,,
April,1.24,1.80,2.74,0.36,0.86,1.89,0.07,1.01,3.51,1.82,,
May,3.49,2.58,2.06,3.16,2.93,0.54,1.69,2.52,1.02,1.73,,
June,1.01,1.90,1.88,2.87,3.20,3.22,1.22,5.34,1.19,1.25,,
July,1.61,1.93,2.76,2.41,0.95,4.34,3.84,5.58,1.39,3.79,,
August,4.38,1.41,3.17,5.24,0.95,6.70,4.59,2.69,0.99,4.78,,
September,2.34,2.92,1.86,2.95,0.84,3.75,5.94,3.27,0.07,4.13,,
October,1.07,3.96,2.01,3.56,2.10,1.91,1.86,2.63,2.35,6.75,,
November,8.59,1.86,1.58,6.28,2.73,0.97,2.57,0.94,4.12,4.72,,
December,3.31,2.60,1.33,4.18,3.48,4.70,3.06,4.53,5.18,3.21,,
Total,37.90,26.79,23.92,39.40,25.45,35.39,31.95,38.13,24.55,42.12,,
Calc annual,37.90,26.79,23.92,39.40,25.45,35.39,31.95,38.13,24.55,42.12,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
