EAST GRINSTEAD (COOMBE HALL SCHOOL),,,,,,,,,,,,
Grid ref,TQ387371,Long,-0.019751,Lat,51.116411,,,,,,,
Station no,581/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,3.05,3.86,3.09,4.69,,
February,,,,,,,5.39,2.66,0.06,3.00,,
March,,,,,,,1.33,2.03,2.12,2.02,,
April,,,,,,,0.14,1.30,3.09,0.84,,
May,,,,,,,1.40,2.26,0.47,1.51,,
June,,,,,,,0.95,3.89,1.01,1.82,,
July,,,,,,,3.02,1.70,2.19,4.56,,
August,,,,,,,3.50,3.78,0.94,4.05,,
September,,,,,,,2.88,7.09,0.07,3.02,,
October,,,,,,,1.79,3.08,3.81,8.43,,
November,,,,,,,4.38,1.90,4.82,7.17,,
December,,,,,,,2.82,4.79,8.55,4.34,,
Total,,,,,,,30.65,38.34,30.22,45.45,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,30.65,38.34,30.22,45.45,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,,
